log_trip_id,instance_source,nautical_offset,set_hour,school_type
40DFCD4F-1A0D-C09B-4762-39DA04F1AD97,128,11,17,associated group
40DFCD4F-1A0D-C09B-4762-39DA04F1AD97,128,12,17,associated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,5,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,6,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,4,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,20,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,2,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,1,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,18,associated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,3,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,19,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,7,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,23,unassociated group
CCBCBDB3-118C-AEF2-4AD3-39DA04F1B88A,8192,10,22,unassociated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,4,associated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,6,unassociated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,7,unassociated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,14,unassociated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,10,unassociated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,13,unassociated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,18,unassociated group
9FCBE677-63D6-8E1D-743F-39DA04F1BC29,8192,10,16,unassociated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,2,unassociated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,17,associated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,4,unassociated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,0,unassociated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,12,unassociated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,6,unassociated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,3,unassociated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,18,associated group
2D1A34D8-7E50-2B4D-1178-39DA04F1BEF2,4,11,21,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,2,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,1,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,19,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,5,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,0,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,7,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,23,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,20,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,18,associated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,22,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,4,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,3,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,6,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,21,unassociated group
B952C176-5BF1-31DE-FFD7-39DA04F1C847,8192,10,8,unassociated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,12,17,associated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,5,unassociated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,4,unassociated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,23,unassociated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,17,associated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,20,unassociated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,3,unassociated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,22,unassociated group
669B641F-F0DF-5FAA-CFC7-39DA04F1CDC7,128,11,18,associated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,3,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,0,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,10,19,associated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,10,3,associated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,18,associated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,10,23,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,10,5,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,2,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,20,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,19,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,10,18,associated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,5,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,4,unassociated group
76111D1B-0F19-53E1-5A5F-39DA04F1D27B,8,11,23,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,6,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,8,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,10,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,9,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,18,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,4,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,13,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,14,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,11,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,7,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,15,unassociated group
CEF34686-227E-4E94-4593-39DA04F1D578,8192,10,17,unassociated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,11,unassociated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,10,associated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,8,associated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,4,associated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,15,unassociated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,18,unassociated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,8,unassociated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,13,unassociated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,7,associated group
F1438DB6-AFF1-280F-9256-39DA04F1D8DE,8192,10,14,associated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,16,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,12,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,17,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,8,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,18,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,14,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,6,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,11,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,4,associated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,9,unassociated group
C1E08113-79FE-4E8D-A98B-39DA04F1D973,8192,10,7,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,2,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,5,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,7,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,3,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,3,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,7,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,8,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,0,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,22,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,23,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,11,18,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,11,17,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,11,2,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,16,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,11,3,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,11,18,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,11,22,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,1,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,19,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,6,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,18,associated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,10,23,unassociated group
CA6B9BB3-2A02-0450-2D83-39DA04F1E121,8192,11,7,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,7,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,4,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,2,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,23,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,1,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,20,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,19,associated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,21,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,3,unassociated group
524E52C8-F48D-667D-156C-39DA04F1E9A1,8192,10,6,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,18,associated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,6,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,8,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,11,5,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,1,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,0,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,11,7,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,11,1,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,22,associated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,3,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,22,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,2,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,5,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,19,associated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,10,7,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,11,21,unassociated group
4F7360CE-D96C-6CBB-9BB9-39DA04F1E9EB,8192,11,18,associated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,4,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,3,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,2,associated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,19,associated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,20,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,7,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,5,associated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,0,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,8,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,5,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,21,associated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,21,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,2,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,22,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,22,associated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,1,unassociated group
F59FF418-5CB4-E02D-FD68-39DA04F1EC3A,8192,10,18,associated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,10,19,associated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,2,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,0,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,1,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,23,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,17,associated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,19,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,4,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,6,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,20,unassociated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,18,associated group
4CB0A95A-F001-DE29-8776-39DA04F1ECBF,8192,11,21,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,10,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,7,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,17,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,11,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,16,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,9,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,6,unassociated group
EB4EB404-0ED0-9ED5-1C4A-39DA04F1F633,8192,10,12,unassociated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,10,18,associated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,11,3,unassociated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,11,1,unassociated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,10,6,unassociated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,11,17,associated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,11,7,unassociated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,11,22,unassociated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,11,5,unassociated group
4EEF1E91-0C28-2FC0-3D50-39DA04F1FC6A,8192,11,20,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,11,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,5,associated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,7,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,13,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,5,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,6,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,12,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,9,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,15,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,10,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,14,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,8,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,16,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,18,unassociated group
E73A008C-BAB8-88E9-34A0-39DA04F20248,8192,10,17,unassociated group
5493604F-40F5-637D-68E6-39DA04F208C0,2048,11,5,unassociated group
5493604F-40F5-637D-68E6-39DA04F208C0,2048,11,18,associated group
5493604F-40F5-637D-68E6-39DA04F208C0,2048,11,22,unassociated group
5493604F-40F5-637D-68E6-39DA04F208C0,2048,11,3,unassociated group
5493604F-40F5-637D-68E6-39DA04F208C0,2048,11,2,unassociated group
5493604F-40F5-637D-68E6-39DA04F208C0,2048,11,7,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,7,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,4,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,20,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,18,associated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,23,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,2,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,11,5,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,0,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,11,6,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,1,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,11,22,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,19,associated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,11,18,associated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,5,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,6,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,19,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,21,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,10,22,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,11,3,unassociated group
9C3D2C7F-9DFB-67FB-1556-39DA04F20AEF,8,11,7,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,11,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,9,12,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,6,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,7,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,8,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,15,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,10,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,4,associated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,17,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,16,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,14,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,12,unassociated group
FBCC0195-FF2A-B867-F982-39DA04F2108A,8192,10,13,unassociated group
0594E8CE-807B-FAD2-528C-39DA04F2180B,8192,10,0,unassociated group
0594E8CE-807B-FAD2-528C-39DA04F2180B,8192,10,5,unassociated group
0594E8CE-807B-FAD2-528C-39DA04F2180B,8192,10,22,unassociated group
0594E8CE-807B-FAD2-528C-39DA04F2180B,8192,10,21,unassociated group
0594E8CE-807B-FAD2-528C-39DA04F2180B,8192,10,2,unassociated group
0594E8CE-807B-FAD2-528C-39DA04F2180B,8192,10,3,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,5,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,5,associated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,1,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,5,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,4,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,20,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,18,associated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,4,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,18,associated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,6,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,21,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,17,associated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,23,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,1,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,11,23,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,0,unassociated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,17,associated group
EE494214-8114-264A-A88A-39DA04F21A54,4,12,22,unassociated group
25B09F0D-F3FA-74E0-7E04-39DA04F21AA9,8192,10,18,associated group
25B09F0D-F3FA-74E0-7E04-39DA04F21AA9,8192,10,19,associated group
25B09F0D-F3FA-74E0-7E04-39DA04F21AA9,8192,11,18,associated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,0,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,17,associated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,10,18,associated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,10,0,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,10,3,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,18,associated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,19,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,10,6,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,5,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,4,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,3,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,10,21,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,23,unassociated group
CC4E7C78-E663-49FA-A130-39DA04F22C15,8,11,2,unassociated group
1FC143E4-8895-A156-B185-39DA04F234F6,8192,10,23,unassociated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,16,unassociated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,10,associated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,17,unassociated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,11,unassociated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,5,associated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,14,unassociated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,13,unassociated group
37EC43CA-D7F3-49EC-E517-39DA04F2366C,8192,10,18,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,5,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,18,associated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,21,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,4,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,23,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,0,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,2,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,20,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,6,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,22,unassociated group
AB9F062D-80E3-418C-090F-39DA04F23841,8,11,19,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,4,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,7,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,3,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,1,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,19,associated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,19,associated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,5,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,2,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,18,associated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,1,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,22,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,7,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,21,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,21,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,6,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,0,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,18,associated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,2,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,23,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,10,20,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,5,unassociated group
9EF1BB35-700C-C6DE-089C-39DA04F238CC,8,11,3,unassociated group
E2B5DC34-8D56-D90E-A502-39DA04F23D26,8192,10,9,unassociated group
E2B5DC34-8D56-D90E-A502-39DA04F23D26,8192,10,11,unassociated group
E2B5DC34-8D56-D90E-A502-39DA04F23D26,8192,10,17,unassociated group
261235BA-76CE-DBF4-9836-39DA04F240B2,8192,10,22,unassociated group
261235BA-76CE-DBF4-9836-39DA04F240B2,8192,10,0,unassociated group
261235BA-76CE-DBF4-9836-39DA04F240B2,8192,11,6,unassociated group
261235BA-76CE-DBF4-9836-39DA04F240B2,8192,10,2,unassociated group
