type,vessel_flag,offset_bucket,count
PurseseineLogsheet,PG,0.5,254
PurseseineLogsheet,PG,1,107
PurseseineLogsheet,PG,1.5,58
PurseseineLogsheet,PG,2,42
PurseseineLogsheet,PG,2.5,47
PurseseineLogsheet,PG,3,46
PurseseineLogsheet,PG,3.5,119
PurseseineLogsheet,PG,4,325
PurseseineLogsheet,PG,4.5,613
PurseseineLogsheet,PG,5,762
PurseseineLogsheet,PG,5.5,859
PurseseineLogsheet,PG,6,965
PurseseineLogsheet,PG,6.5,1097
PurseseineLogsheet,PG,7,1121
PurseseineLogsheet,PG,7.5,1104
PurseseineLogsheet,PG,8,1145
PurseseineLogsheet,PG,8.5,1149
PurseseineLogsheet,PG,9,1167
PurseseineLogsheet,PG,9.5,1287
PurseseineLogsheet,PG,10,1699
PurseseineLogsheet,PG,10.5,2568
PurseseineLogsheet,PG,11,2437
PurseseineLogsheet,PG,11.5,2149
PurseseineLogsheet,PG,12,1687
PurseseineLogsheet,PG,12.5,1168
PurseseineLogsheet,PG,13,759
PurseseineLogsheet,PG,13.5,721
PurseseineLogsheet,PG,14,640
PurseseineLogsheet,PH,-5,1
PurseseineLogsheet,PH,-2.5,1
PurseseineLogsheet,PH,0.5,1
PurseseineLogsheet,PH,1,1
PurseseineLogsheet,PH,2,1
PurseseineLogsheet,PH,3,5
PurseseineLogsheet,PH,3.5,6
PurseseineLogsheet,PH,4,21
PurseseineLogsheet,PH,4.5,32
PurseseineLogsheet,PH,5,39
PurseseineLogsheet,PH,5.5,44
PurseseineLogsheet,PH,6,49
PurseseineLogsheet,PH,6.5,55
PurseseineLogsheet,PH,7,69
PurseseineLogsheet,PH,7.5,57
PurseseineLogsheet,PH,8,48
PurseseineLogsheet,PH,8.5,66
PurseseineLogsheet,PH,9,62
PurseseineLogsheet,PH,9.5,87
PurseseineLogsheet,PH,10,185
PurseseineLogsheet,PH,10.5,239
PurseseineLogsheet,PH,11,229
PurseseineLogsheet,PH,11.5,206
PurseseineLogsheet,PH,12,163
PurseseineLogsheet,PH,12.5,167
PurseseineLogsheet,PH,13,126
PurseseineLogsheet,PH,13.5,107
PurseseineLogsheet,PH,14,63
PurseseineLogsheet,SB,-14,1
PurseseineLogsheet,SB,-13.5,1
PurseseineLogsheet,SB,-13,3
PurseseineLogsheet,SB,-12,1
PurseseineLogsheet,SB,-11.5,3
PurseseineLogsheet,SB,-11,10
PurseseineLogsheet,SB,-10.5,10
PurseseineLogsheet,SB,-10,1
PurseseineLogsheet,SB,-9.5,1
PurseseineLogsheet,SB,-9,2
PurseseineLogsheet,SB,-8,3
PurseseineLogsheet,SB,-7.5,1
PurseseineLogsheet,SB,-7,4
PurseseineLogsheet,SB,-6.5,1
PurseseineLogsheet,SB,-6,1
PurseseineLogsheet,SB,-5.5,1
PurseseineLogsheet,SB,-5,1
PurseseineLogsheet,SB,-4.5,2
PurseseineLogsheet,SB,-4,1
PurseseineLogsheet,SB,-3.5,3
PurseseineLogsheet,SB,-3,3
PurseseineLogsheet,SB,-2.5,3
PurseseineLogsheet,SB,-2,1
PurseseineLogsheet,SB,-1.5,1
PurseseineLogsheet,SB,-1,2
PurseseineLogsheet,SB,-0.5,2
PurseseineLogsheet,SB,0,3
PurseseineLogsheet,SB,0.5,7
PurseseineLogsheet,SB,1,7
PurseseineLogsheet,SB,1.5,22
PurseseineLogsheet,SB,2,22
PurseseineLogsheet,SB,2.5,12
PurseseineLogsheet,SB,3,5
PurseseineLogsheet,SB,3.5,6
PurseseineLogsheet,SB,4,17
PurseseineLogsheet,SB,4.5,46
PurseseineLogsheet,SB,5,61
PurseseineLogsheet,SB,5.5,82
PurseseineLogsheet,SB,6,81
PurseseineLogsheet,SB,6.5,134
PurseseineLogsheet,SB,7,141
PurseseineLogsheet,SB,7.5,139
PurseseineLogsheet,SB,8,148
PurseseineLogsheet,SB,8.5,165
PurseseineLogsheet,SB,9,133
PurseseineLogsheet,SB,9.5,155
PurseseineLogsheet,SB,10,195
PurseseineLogsheet,SB,10.5,184
PurseseineLogsheet,SB,11,310
PurseseineLogsheet,SB,11.5,637
PurseseineLogsheet,SB,12,1088
PurseseineLogsheet,SB,12.5,826
PurseseineLogsheet,SB,13,516
PurseseineLogsheet,SB,13.5,319
PurseseineLogsheet,SB,14,216
PurseseineLogsheet,SV,-14,1
PurseseineLogsheet,SV,-13,1
PurseseineLogsheet,SV,-12.5,1
PurseseineLogsheet,SV,-12,1
PurseseineLogsheet,SV,-1.5,1
PurseseineLogsheet,SV,0,57
PurseseineLogsheet,SV,0.5,87
PurseseineLogsheet,SV,1,25
PurseseineLogsheet,SV,1.5,6
PurseseineLogsheet,SV,2,4
PurseseineLogsheet,SV,2.5,7
PurseseineLogsheet,SV,3,4
PurseseineLogsheet,SV,3.5,3
PurseseineLogsheet,SV,4,1
PurseseineLogsheet,SV,4.5,2
PurseseineLogsheet,SV,5,1
PurseseineLogsheet,SV,5.5,4
PurseseineLogsheet,SV,6,1
PurseseineLogsheet,SV,6.5,3
PurseseineLogsheet,SV,7,2
PurseseineLogsheet,SV,7.5,2
PurseseineLogsheet,SV,8,1
PurseseineLogsheet,SV,8.5,1
PurseseineLogsheet,TV,-14,5
PurseseineLogsheet,TV,-13.5,2
PurseseineLogsheet,TV,-13,1
PurseseineLogsheet,TV,-12.5,4
PurseseineLogsheet,TV,-12,4
PurseseineLogsheet,TV,-10,1
PurseseineLogsheet,TV,-9,2
PurseseineLogsheet,TV,-8.5,1
PurseseineLogsheet,TV,-8,2
PurseseineLogsheet,TV,-5,1
PurseseineLogsheet,TV,-1.5,1
PurseseineLogsheet,TV,-1,3
PurseseineLogsheet,TV,-0.5,3
PurseseineLogsheet,TV,0,9
PurseseineLogsheet,TV,0.5,4
PurseseineLogsheet,TV,1,4
PurseseineLogsheet,TV,1.5,4
PurseseineLogsheet,TV,2,6
PurseseineLogsheet,TV,2.5,5
PurseseineLogsheet,TV,3,8
PurseseineLogsheet,TV,3.5,8
PurseseineLogsheet,TV,4,21
PurseseineLogsheet,TV,4.5,37
PurseseineLogsheet,TV,5,68
PurseseineLogsheet,TV,5.5,84
PurseseineLogsheet,TV,6,140
PurseseineLogsheet,TV,6.5,151
PurseseineLogsheet,TV,7,174
PurseseineLogsheet,TV,7.5,193
PurseseineLogsheet,TV,8,236
PurseseineLogsheet,TV,8.5,238
PurseseineLogsheet,TV,9,232
PurseseineLogsheet,TV,9.5,227
PurseseineLogsheet,TV,10,264
PurseseineLogsheet,TV,10.5,279
PurseseineLogsheet,TV,11,269
PurseseineLogsheet,TV,11.5,245
PurseseineLogsheet,TV,12,192
PurseseineLogsheet,TV,12.5,114
PurseseineLogsheet,TV,13,71
PurseseineLogsheet,TV,13.5,57
PurseseineLogsheet,TV,14,37
PurseseineLogsheet,TW,-14,3
PurseseineLogsheet,TW,-13.5,4
PurseseineLogsheet,TW,-13,2
PurseseineLogsheet,TW,-12.5,5
PurseseineLogsheet,TW,-12,5
PurseseineLogsheet,TW,-11.5,2
PurseseineLogsheet,TW,-10,1
PurseseineLogsheet,TW,-3.5,1
PurseseineLogsheet,TW,-2.5,1
PurseseineLogsheet,TW,-2,1
PurseseineLogsheet,TW,-1.5,2
PurseseineLogsheet,TW,-0.5,3
PurseseineLogsheet,TW,0,5
PurseseineLogsheet,TW,0.5,9
PurseseineLogsheet,TW,1,6
PurseseineLogsheet,TW,1.5,9
PurseseineLogsheet,TW,2,4
PurseseineLogsheet,TW,2.5,7
PurseseineLogsheet,TW,3,5
PurseseineLogsheet,TW,3.5,9
PurseseineLogsheet,TW,4,38
PurseseineLogsheet,TW,4.5,58
PurseseineLogsheet,TW,5,110
PurseseineLogsheet,TW,5.5,150
PurseseineLogsheet,TW,6,247
PurseseineLogsheet,TW,6.5,287
PurseseineLogsheet,TW,7,333
PurseseineLogsheet,TW,7.5,320
PurseseineLogsheet,TW,8,360
PurseseineLogsheet,TW,8.5,351
PurseseineLogsheet,TW,9,385
PurseseineLogsheet,TW,9.5,373
PurseseineLogsheet,TW,10,373
PurseseineLogsheet,TW,10.5,373
PurseseineLogsheet,TW,11,409
PurseseineLogsheet,TW,11.5,378
PurseseineLogsheet,TW,12,295
PurseseineLogsheet,TW,12.5,153
PurseseineLogsheet,TW,13,105
PurseseineLogsheet,TW,13.5,69
PurseseineLogsheet,TW,14,49
PurseseineLogsheet,US,-14,115
PurseseineLogsheet,US,-13.5,144
PurseseineLogsheet,US,-13,116
PurseseineLogsheet,US,-12.5,116
PurseseineLogsheet,US,-12,66
PurseseineLogsheet,US,-11.5,37
PurseseineLogsheet,US,-11,19
PurseseineLogsheet,US,-10.5,15
PurseseineLogsheet,US,-10,6
PurseseineLogsheet,US,-9.5,3
PurseseineLogsheet,US,-9,3
PurseseineLogsheet,US,-8.5,8
PurseseineLogsheet,US,-8,4
PurseseineLogsheet,US,-7.5,5
PurseseineLogsheet,US,-7,2
PurseseineLogsheet,US,-6.5,5
PurseseineLogsheet,US,-6,3
PurseseineLogsheet,US,-5.5,2
PurseseineLogsheet,US,-5,3
PurseseineLogsheet,US,-4.5,2
PurseseineLogsheet,US,-4,1
PurseseineLogsheet,US,-3.5,3
PurseseineLogsheet,US,-3,4
PurseseineLogsheet,US,-2.5,12
PurseseineLogsheet,US,-2,9
PurseseineLogsheet,US,-1.5,18
PurseseineLogsheet,US,-1,30
PurseseineLogsheet,US,-0.5,52
PurseseineLogsheet,US,0,350
PurseseineLogsheet,US,0.5,1698
PurseseineLogsheet,US,1,1486
PurseseineLogsheet,US,1.5,819
PurseseineLogsheet,US,2,385
PurseseineLogsheet,US,2.5,203
PurseseineLogsheet,US,3,152
PurseseineLogsheet,US,3.5,144
PurseseineLogsheet,US,4,188
PurseseineLogsheet,US,4.5,189
PurseseineLogsheet,US,5,216
PurseseineLogsheet,US,5.5,185
PurseseineLogsheet,US,6,186
PurseseineLogsheet,US,6.5,168
PurseseineLogsheet,US,7,136
PurseseineLogsheet,US,7.5,117
PurseseineLogsheet,US,8,110
PurseseineLogsheet,US,8.5,112
PurseseineLogsheet,US,9,88
PurseseineLogsheet,US,9.5,83
PurseseineLogsheet,US,10,75
PurseseineLogsheet,US,10.5,71
PurseseineLogsheet,US,11,63
PurseseineLogsheet,US,11.5,64
PurseseineLogsheet,US,12,87
PurseseineLogsheet,US,12.5,33
PurseseineLogsheet,US,13,24
PurseseineLogsheet,US,13.5,17
PurseseineLogsheet,US,14,5
PurseseineLogsheet,VU,-14,7
PurseseineLogsheet,VU,-13.5,10
PurseseineLogsheet,VU,-13,3
PurseseineLogsheet,VU,-12.5,2
PurseseineLogsheet,VU,-12,3
PurseseineLogsheet,VU,-11.5,1
PurseseineLogsheet,VU,-10,1
PurseseineLogsheet,VU,-9,1
PurseseineLogsheet,VU,-8,1
PurseseineLogsheet,VU,-7.5,1
PurseseineLogsheet,VU,-6.5,2
PurseseineLogsheet,VU,-6,1
PurseseineLogsheet,VU,-5.5,4
PurseseineLogsheet,VU,-5,2
PurseseineLogsheet,VU,-4.5,2
PurseseineLogsheet,VU,-4,3
PurseseineLogsheet,VU,-3,2
PurseseineLogsheet,VU,-2.5,1
PurseseineLogsheet,VU,-1.5,1
PurseseineLogsheet,VU,-1,1
PurseseineLogsheet,VU,-0.5,3
PurseseineLogsheet,VU,0,9
PurseseineLogsheet,VU,0.5,31
PurseseineLogsheet,VU,1,33
PurseseineLogsheet,VU,1.5,31
PurseseineLogsheet,VU,2,4
PurseseineLogsheet,VU,2.5,2
PurseseineLogsheet,VU,3,3
PurseseineLogsheet,VU,3.5,8
PurseseineLogsheet,VU,4,6
PurseseineLogsheet,VU,4.5,14
PurseseineLogsheet,VU,5,23
PurseseineLogsheet,VU,5.5,30
PurseseineLogsheet,VU,6,23
PurseseineLogsheet,VU,6.5,37
PurseseineLogsheet,VU,7,35
PurseseineLogsheet,VU,7.5,36
PurseseineLogsheet,VU,8,48
PurseseineLogsheet,VU,8.5,50
PurseseineLogsheet,VU,9,46
PurseseineLogsheet,VU,9.5,49
PurseseineLogsheet,VU,10,51
PurseseineLogsheet,VU,10.5,41
PurseseineLogsheet,VU,11,57
PurseseineLogsheet,VU,11.5,43
PurseseineLogsheet,VU,12,35
PurseseineLogsheet,VU,12.5,16
PurseseineLogsheet,VU,13,9
PurseseineLogsheet,VU,13.5,9
PurseseineLogsheet,VU,14,8
