vessel_flag,eez_code,depart_port_id,depart_port,nautical_offset,count
CN,PF,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,-10,1
CN,PF,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-9,1
CN,PG,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,9,31
CN,PG,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,10,7135
CN,PG,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,541
CN,PG,462B7EBB-30AD-7A0A-F881-39D163297A5D,RABAUL,10,89
CN,PG,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,10,438
CN,PG,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,111
CN,PG,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,10,4124
CN,PG,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,271
CN,PW,6B06F558-1070-2939-C232-39D163297A7B,MALAKAL,9,48
CN,PX,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-11,1
CN,PX,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-12,5
CN,PX,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-11,34
CN,PX,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,-12,1
CN,PX,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,50
CN,PX,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,22
CN,PX,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-11,13
CN,PY,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-11,1
CN,SB,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,10,2
CN,SB,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,10
CN,SB,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,8
CN,SB,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,10,12
CN,SB,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,11,6867
CN,SB,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,12,92
CN,SB,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,10,14
CN,SB,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,277
CN,SB,1950C31A-A738-8100-50AC-39D163297A85,PORT VILA,11,211
CN,SB,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,10,4
CN,SB,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,28827
CN,SB,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,1336
CN,SB,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,1
CN,TK,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,-11,1
CN,TK,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,1
CN,TK,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,16
CN,TV,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-12,16
CN,TV,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,10
CN,TV,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,-12,7
CN,TV,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,12,26
CN,TV,79410188-A6B1-7B0D-CBAA-39D163297A17,LEVUKA,-12,13
CN,TV,79410188-A6B1-7B0D-CBAA-39D163297A17,LEVUKA,12,12
CN,TV,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,12,45
CN,TV,8646C0D4-F762-4DE5-5F4E-39D163297AB7,QINGDAO,-12,6
CN,TV,8646C0D4-F762-4DE5-5F4E-39D163297AB7,QINGDAO,12,27
CN,TV,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,-12,22
CN,TV,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,12,30
CN,TV,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,1540
CN,TV,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,3819
CN,TV,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,1
CN,VU,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,43
CN,VU,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,214
CN,VU,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,10
CN,VU,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,11,178
CN,VU,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,12,1
CN,VU,3387B088-2D33-67CB-7C56-39D1632979D1,KAOHSIUNG,11,44
CN,VU,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,1
CN,VU,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,2
CN,VU,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,12,12
CN,VU,3A61FB18-AD96-232F-3D8E-3A06F5B35105,PONTA DELGADA,11,27
CN,VU,3A61FB18-AD96-232F-3D8E-3A06F5B35105,PONTA DELGADA,12,3
CN,VU,1950C31A-A738-8100-50AC-39D163297A85,PORT VILA,11,5403
CN,VU,1950C31A-A738-8100-50AC-39D163297A85,PORT VILA,12,118
CN,VU,8646C0D4-F762-4DE5-5F4E-39D163297AB7,QINGDAO,11,1
CN,VU,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,413
CN,VU,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,12,5
CN,VU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,45328
CN,VU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,3416
CN,WS,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,1
ES,FJ,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2
ES,I7,469C31FA-B026-D989-414A-39D1632979C7,AUCKLAND,-11,66
ES,I7,469C31FA-B026-D989-414A-39D1632979C7,AUCKLAND,12,23
ES,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,49
ES,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,89
ES,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,152
ES,NU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,1
FJ,AS,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,1
FJ,AU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,2
FJ,FJ,E425E0FD-D4C0-EA7A-CD5F-39D163297A8F,LAUTOKA,12,52
FJ,FJ,4EEC5769-0A18-D498-ED39-39FCBE22CB2F,MUAIWALU,-12,49
FJ,FJ,4EEC5769-0A18-D498-ED39-39FCBE22CB2F,MUAIWALU,12,118
FJ,FJ,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,-12,4
FJ,FJ,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,15250
FJ,FJ,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,68283
FJ,GL,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,14
FJ,GL,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,37
FJ,GL,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2
FJ,GL,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,11,483
FJ,GL,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,163
FJ,H4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,628
FJ,H4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2
FJ,H5,79410188-A6B1-7B0D-CBAA-39D163297A17,LEVUKA,-11,40
FJ,H5,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,752
FJ,HB,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,4
FJ,I2,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,1
FJ,I2,D4EDD97E-F4BF-2E21-835F-39D163297A99,SHANGHAI,11,12
FJ,I2,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,329
FJ,I2,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,509
FJ,I2,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,11,5
FJ,I3,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,3
FJ,I3,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,21
FJ,I4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,89
FJ,I4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,2
FJ,I4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,403
FJ,I5,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,2
FJ,I6,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,10
FJ,I7,4EEC5769-0A18-D498-ED39-39FCBE22CB2F,MUAIWALU,-12,1
FJ,I7,4EEC5769-0A18-D498-ED39-39FCBE22CB2F,MUAIWALU,-11,23
FJ,I7,4EEC5769-0A18-D498-ED39-39FCBE22CB2F,MUAIWALU,12,16
FJ,I7,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,-12,45
FJ,I7,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,-11,54
FJ,I7,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,12,36
FJ,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,913
FJ,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,1139
FJ,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,4
FJ,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,2341
FJ,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2321
FJ,I8,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,14
FJ,I8,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,12,39
FJ,I8,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,11,2
FJ,I8,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,12,20
FJ,I8,D4EDD97E-F4BF-2E21-835F-39D163297A99,SHANGHAI,12,1
FJ,I8,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,282
FJ,I8,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,1181
FJ,I9,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,43
FJ,I9,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,11
FJ,IW,4EEC5769-0A18-D498-ED39-39FCBE22CB2F,MUAIWALU,12,1
FJ,IW,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,-5,1
FJ,IW,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,1,18
FJ,IW,9EC1BF9C-088E-44D2-4CD9-39D163297A5D,PANAMA,-7,79
FJ,IW,9EC1BF9C-088E-44D2-4CD9-39D163297A5D,PANAMA,-6,76
FJ,IW,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,1
FJ,IW,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,0,5
FJ,IW,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,1,2
FJ,IW,BEC17B8B-DF68-1724-77B0-39E5C3D1774E,VACAMONTE,-7,3
FJ,IW,BEC17B8B-DF68-1724-77B0-39E5C3D1774E,VACAMONTE,-6,68
FJ,LN,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,1
FJ,LN,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,66
FJ,MA,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,3
FJ,MA,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2
FJ,NC,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,6
FJ,NF,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,5
FJ,NU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,15
FJ,NZ,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,2
FJ,PG,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,10,1
FJ,PX,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,2
FJ,PX,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,1
FJ,SB,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,10,1
FJ,SB,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,226
FJ,SB,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,12,13
FJ,SB,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,10,14
FJ,SB,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,1233
FJ,SB,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,40
FJ,TK,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,111
FJ,TK,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,64
FJ,TO,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,-12,3694
FJ,TO,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,-11,507
FJ,TO,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,611
FJ,TO,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,83
FJ,TV,4EEC5769-0A18-D498-ED39-39FCBE22CB2F,MUAIWALU,12,21
FJ,TV,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,-12,58
FJ,TV,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,12,16
FJ,TV,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,1380
FJ,TV,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,3437
FJ,VU,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,32
FJ,VU,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,11,12
FJ,VU,BD821F56-3B81-9C26-2649-39D163297A53,NUKU'ALOFA,12,5
FJ,VU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,7775
FJ,VU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,623
FJ,WF,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,6
FJ,WF,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2
FJ,WS,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,97
FJ,WS,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,19
FM,AS,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,6
FM,AS,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,-11,1
FM,AU,713E3822-942F-BF0F-AE72-39D163297A8F,ALOTAU,10,1
FM,AU,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,8,1
FM,CK,,,-11,13
FM,CK,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,8401
FM,CK,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,422
FM,CK,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-11,711
FM,CK,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-10,39
FM,CK,28E93CD7-BE58-38B7-85B5-39D163297A5D,PAGO PAGO,-11,33
FM,CK,28E93CD7-BE58-38B7-85B5-39D163297A5D,PAGO PAGO,-10,6
FM,CK,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,-11,648
FM,CK,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,-10,53
FM,CK,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,606
FM,CK,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,47
FM,CK,DD6B232F-C32D-2907-F82E-39D1632979BD,UNKNOWN PORT,-11,50
FM,CK,DD6B232F-C32D-2907-F82E-39D1632979BD,UNKNOWN PORT,-10,29
FM,FM,24637B8A-3709-6521-E4CB-39D163297A71,APIA,9,6
FM,FM,24637B8A-3709-6521-E4CB-39D163297A71,APIA,10,245
FM,FM,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,292
FM,FM,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,9,30
FM,FM,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,10,152
FM,FM,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,11
FM,FM,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,9,53
FM,FM,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,10,68
FM,FM,2AFC9CAD-8E33-ABD1-9FBF-39D163297A7B,CHUUK,10,26
FM,FM,2AFC9CAD-8E33-ABD1-9FBF-39D163297A7B,CHUUK,11,2
FM,FM,8CA14930-AFD4-C101-F1B9-39FEABD51A06,DONGGANG,9,70
FM,FM,8CA14930-AFD4-C101-F1B9-39FEABD51A06,DONGGANG,10,1
FM,FM,D1BFBDFD-CEA3-911C-69E8-39D163297AB7,HONG KONG,9,113
FM,FM,D1BFBDFD-CEA3-911C-69E8-39D163297AB7,HONG KONG,10,8
FM,FM,3387B088-2D33-67CB-7C56-39D1632979D1,KAOHSIUNG,9,290
FM,FM,3387B088-2D33-67CB-7C56-39D1632979D1,KAOHSIUNG,10,63
FM,FM,1CFC5B19-3A18-51F5-AFBC-39D163297A7B,KOROR,10,151
FM,FM,1CFC5B19-3A18-51F5-AFBC-39D163297A7B,KOROR,11,3
FM,FM,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,9,431
FM,FM,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,10,4453
FM,FM,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,1934
FM,FM,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,10,9
FM,FM,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,11,10
FM,FM,28E93CD7-BE58-38B7-85B5-39D163297A5D,PAGO PAGO,10,152
FM,FM,28E93CD7-BE58-38B7-85B5-39D163297A5D,PAGO PAGO,11,38
FM,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,9,601
FM,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,10,5267
FM,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,1237
FM,FM,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,9,293
FM,FM,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,10,595
FM,FM,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,34
FM,FM,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,9,29
FM,FM,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,10,1072
FM,FM,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,259
FM,FM,C3BBC065-7064-C429-0720-39D163297A7B,YAP,9,42
FM,FM,C3BBC065-7064-C429-0720-39D163297A7B,YAP,10,194
FM,FM,C3BBC065-7064-C429-0720-39D163297A7B,YAP,11,2
FM,GL,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,1
FM,GL,24637B8A-3709-6521-E4CB-39D163297A71,APIA,12,75
FM,GL,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,11,1
FM,GL,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,12,1
FM,GU,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,10,1
FM,H4,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,3
FM,H4,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-12,25
FM,H5,,,-11,9
FM,H5,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,133
FM,H5,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-11,61
FM,H5,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,1
FM,I1,D1BFBDFD-CEA3-911C-69E8-39D163297AB7,HONG KONG,9,1
FM,I1,3387B088-2D33-67CB-7C56-39D1632979D1,KAOHSIUNG,10,1
FM,I1,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,10,2
FM,I1,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,10,2
FM,I2,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,23
FM,I2,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,6
FM,I2,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,134
FM,I2,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,11,1
FM,I2,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,111
FM,I2,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,668
FM,I2,C3BBC065-7064-C429-0720-39D163297A7B,YAP,11,2
FM,I3,3387B088-2D33-67CB-7C56-39D1632979D1,KAOHSIUNG,9,4
FM,I3,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,12,35
FM,I3,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,9,4
FM,I3,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,10,28
FM,I3,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,8
FM,I4,24637B8A-3709-6521-E4CB-39D163297A71,APIA,12,15
FM,I4,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,12,30
FM,I5,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,46
FM,I5,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-9,121
FM,I5,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,-9,1
FM,I5,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-10,10
FM,I8,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,12,3
FM,I8,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,4
FM,IW,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-9,63
FM,IW,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-8,377
FM,IW,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,1
FM,LN,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,3
FM,LN,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,64
FM,MH,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,51
FM,MH,EB0EFE4E-8BB8-AF40-937A-39D163297A7B,KIRITIMATI,11,10
FM,MH,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,9
FM,MH,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,11,7214
FM,MH,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,12,546
FM,NR,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,3
FM,PG,713E3822-942F-BF0F-AE72-39D163297A8F,ALOTAU,10,2179
FM,PG,713E3822-942F-BF0F-AE72-39D163297A8F,ALOTAU,11,8
FM,PG,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,10,409
FM,PG,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,9,7
FM,PG,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,10,806
FM,PG,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,298
FM,PG,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,10,5
FM,PG,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,35
FM,PG,DFB46F49-6001-8A6B-230A-39D163297A5D,PORT MORESBY,10,420
FM,PG,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,10,177
FM,PG,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,35
FM,PG,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,10,1
FM,PX,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,8
FM,PX,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,29
FM,PX,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-12,5
FM,PX,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-11,34
FM,SB,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,11,71
FM,SB,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,1
FM,SB,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,10,7
FM,SB,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,45
FM,TK,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,2
FM,VU,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,31
FM,VU,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,6
FM,VU,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,83
FM,VU,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,12,8
FM,VU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,165
FM,VU,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,18
FM,WS,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,1
JP,AU,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,10,1
JP,AU,B79DECAC-1015-7AC8-D3B2-39D1632979D1,KESENNUMA,10,1
JP,AU,AE8971CD-290F-A4CF-BA8E-39D163297A71,YAIZU,10,1
JP,FM,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,10,189
JP,FM,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,117
JP,FM,34C8DDAD-3FD0-6EAA-25F9-39D1632979C7,GUAM,9,578
JP,FM,34C8DDAD-3FD0-6EAA-25F9-39D1632979C7,GUAM,10,4232
JP,FM,34C8DDAD-3FD0-6EAA-25F9-39D1632979C7,GUAM,11,34
JP,FM,84CF5DE6-1770-3A12-1404-39D1632979D1,KAMAISHI,10,42
JP,FM,E0F680C1-07E6-1DEC-67E5-39D1632979D1,KATSUURA,10,12
JP,FM,B79DECAC-1015-7AC8-D3B2-39D1632979D1,KESENNUMA,9,7
JP,FM,B79DECAC-1015-7AC8-D3B2-39D1632979D1,KESENNUMA,10,3363
JP,FM,B79DECAC-1015-7AC8-D3B2-39D1632979D1,KESENNUMA,11,1330
JP,FM,43972A23-3D11-4CA4-5341-39D163297A21,MISAKI,10,360
JP,FM,43972A23-3D11-4CA4-5341-39D163297A21,MISAKI,11,206
JP,FM,6782F4C3-AFCA-ACA5-605C-3A05F924339A,MOTUEKA,10,73
JP,FM,E6318C21-09E6-A4E4-E8D4-39D163297A53,NAHA,9,36
JP,FM,5D368176-877B-C7AC-B46D-39DE0B905130,NANGO,11,9
JP,FM,18B1875B-654C-938A-806A-39EA4FE13D19,NICHINAN,10,51
JP,FM,18B1875B-654C-938A-806A-39EA4FE13D19,NICHINAN,11,130
JP,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,10,57
JP,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,99
JP,FM,462B7EBB-30AD-7A0A-F881-39D163297A5D,RABAUL,10,5
JP,FM,462B7EBB-30AD-7A0A-F881-39D163297A5D,RABAUL,11,28
JP,FM,71A6C4C2-5E7D-BC1D-D29B-39D163297A5D,SHIMIZU,10,155
JP,FM,71A6C4C2-5E7D-BC1D-D29B-39D163297A5D,SHIMIZU,11,260
JP,FM,D181BB9A-ECF9-0A85-E679-39D163297A5D,SHIOGAMA,9,1
JP,FM,D181BB9A-ECF9-0A85-E679-39D163297A5D,SHIOGAMA,10,166
