vessel_flag,eez_code,depart_port_id,depart_port,nautical_offset,count
CN,CK,,,-11,18
CN,CK,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,8384
CN,CK,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,555
CN,CK,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-11,2245
CN,CK,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-10,566
CN,CK,39203748-8A43-65A9-ECB9-39D163297A85,AVATIU,-11,752
CN,CK,39203748-8A43-65A9-ECB9-39D163297A85,AVATIU,-10,278
CN,CK,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-11,33
CN,CK,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-10,24
CN,CK,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-11,545
CN,CK,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-10,14
CN,CK,28E93CD7-BE58-38B7-85B5-39D163297A5D,PAGO PAGO,-11,272
CN,CK,28E93CD7-BE58-38B7-85B5-39D163297A5D,PAGO PAGO,-10,7
CN,CK,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-11,1028
CN,CK,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-10,479
CN,CK,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,-11,250
CN,CK,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,-10,32
CN,CK,7DF834AE-18E5-F5CA-432F-39D163297AA3,PUKAPUKA,-11,227
CN,CK,7DF834AE-18E5-F5CA-432F-39D163297AA3,PUKAPUKA,-10,92
CN,CK,FCC415D1-705A-39B3-1BD9-39EB1D9413E9,SHENZHEN,-11,21
CN,CK,FCC415D1-705A-39B3-1BD9-39EB1D9413E9,SHENZHEN,-10,20
CN,CK,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,-11,65
CN,CK,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,-10,1
CN,CK,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,1548
CN,CK,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,93
CN,CK,DD6B232F-C32D-2907-F82E-39D1632979BD,UNKNOWN PORT,-11,135
CN,CK,DD6B232F-C32D-2907-F82E-39D1632979BD,UNKNOWN PORT,-10,55
CN,CK,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-11,1852
CN,CK,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-10,280
CN,FJ,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,197
CN,FJ,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,1157
CN,FM,,,10,42
CN,FM,,,11,25
CN,FM,24637B8A-3709-6521-E4CB-39D163297A71,APIA,9,3
CN,FM,24637B8A-3709-6521-E4CB-39D163297A71,APIA,10,133
CN,FM,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,69
CN,FM,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,9,14
CN,FM,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,10,63
CN,FM,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,9,16
CN,FM,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,10,35
CN,FM,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,10,8
CN,FM,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,11,14
CN,FM,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,9,17
CN,FM,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,10,1448
CN,FM,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,421
CN,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,9,52
CN,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,10,2544
CN,FM,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,604
CN,FM,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,10,17
CN,FM,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,19
CN,FM,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,10,376
CN,FM,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,66
CN,FM,C3BBC065-7064-C429-0720-39D163297A7B,YAP,10,11
CN,FM,C3BBC065-7064-C429-0720-39D163297A7B,YAP,11,3
CN,GL,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,1
CN,GL,24637B8A-3709-6521-E4CB-39D163297A71,APIA,12,77
CN,GL,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,232
CN,GL,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,239
CN,GL,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,11,989
CN,GL,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,446
CN,H4,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,6
CN,H4,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-12,20
CN,H4,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-12,7
CN,H4,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,-12,40
CN,H4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,1059
CN,H4,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,-12,4
CN,H4,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,3
CN,H4,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-12,2
CN,H5,,,-11,12
CN,H5,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,123
CN,H5,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-11,329
CN,H5,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,-11,4
CN,H5,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-11,7
CN,H5,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-11,127
CN,H5,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-11,99
CN,H5,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,2762
CN,H5,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-11,174
CN,I1,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,10,1
CN,I2,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,102
CN,I2,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,39
CN,I2,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,11,21
CN,I2,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,12,11
CN,I2,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,11,36
CN,I2,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,12,2
CN,I2,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,67
CN,I2,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,12,20
CN,I2,79410188-A6B1-7B0D-CBAA-39D163297A17,LEVUKA,12,7
CN,I2,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,64
CN,I2,1950C31A-A738-8100-50AC-39D163297A85,PORT VILA,12,22
CN,I2,8646C0D4-F762-4DE5-5F4E-39D163297AB7,QINGDAO,11,1
CN,I2,8646C0D4-F762-4DE5-5F4E-39D163297AB7,QINGDAO,12,14
CN,I2,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,56
CN,I2,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,12,28
CN,I2,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,1093
CN,I2,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2009
CN,I2,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,11,59
CN,I2,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,16
CN,I3,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,2
CN,I3,24637B8A-3709-6521-E4CB-39D163297A71,APIA,12,15
CN,I3,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,12,10
CN,I3,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,1
CN,I4,,,-11,10
CN,I4,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,65
CN,I4,24637B8A-3709-6521-E4CB-39D163297A71,APIA,12,4
CN,I4,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-12,96
CN,I4,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-11,124
CN,I4,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,20
CN,I4,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,-11,4
CN,I4,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,12,22
CN,I4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,66
CN,I4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,11
CN,I4,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,129
CN,I4,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,10
CN,I5,,,-11,3
CN,I5,,,-10,2
CN,I5,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,2
CN,I5,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,145
CN,I5,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-9,64
CN,I5,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-11,200
CN,I5,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-10,78
CN,I5,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-9,202
CN,I5,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,-11,3
CN,I5,076BEEA5-D1E3-DAD1-443F-39D163297A8F,DALIAN,-11,46
CN,I5,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-10,12
CN,I5,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-9,14
CN,I5,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,-10,4
CN,I5,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-10,206
CN,I5,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-9,188
CN,I5,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,45
CN,I5,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,256
CN,I5,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-9,114
CN,I5,DD6B232F-C32D-2907-F82E-39D1632979BD,UNKNOWN PORT,-9,1
CN,I5,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-10,6
CN,I5,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-9,21
CN,I6,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-12,2
CN,I7,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-11,4
CN,I7,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-10,5
CN,I7,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-9,1
CN,I7,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-9,2
CN,I7,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,36
CN,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,449
CN,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,1022
CN,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,1
CN,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,1468
CN,I7,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,1988
CN,I7,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-9,11
CN,I8,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,11,3
CN,I8,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,12,13
CN,I8,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,11,7
CN,I8,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,12,30
CN,I8,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,11,32
CN,I8,EF3F4CD8-EC59-46E9-7887-39D1632979D1,HONIARA,12,170
CN,I8,3387B088-2D33-67CB-7C56-39D1632979D1,KAOHSIUNG,11,2
CN,I8,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,11,2
CN,I8,19489DE6-985E-ACF6-F326-39D163297A7B,KOSRAE,12,6
CN,I8,79410188-A6B1-7B0D-CBAA-39D163297A17,LEVUKA,11,1
CN,I8,79410188-A6B1-7B0D-CBAA-39D163297A17,LEVUKA,12,27
CN,I8,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,11,7
CN,I8,C43CE854-3BF9-913C-F33A-39D163297A53,NORO,12,26
CN,I8,1950C31A-A738-8100-50AC-39D163297A85,PORT VILA,11,96
CN,I8,1950C31A-A738-8100-50AC-39D163297A85,PORT VILA,12,194
CN,I8,8646C0D4-F762-4DE5-5F4E-39D163297AB7,QINGDAO,11,9
CN,I8,8646C0D4-F762-4DE5-5F4E-39D163297AB7,QINGDAO,12,22
CN,I8,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,19
CN,I8,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,12,26
CN,I8,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,1530
CN,I8,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,8061
CN,I8,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,12,3
CN,I9,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-11,15
CN,I9,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,6
CN,I9,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-10,3
CN,I9,39203748-8A43-65A9-ECB9-39D163297A85,AVATIU,-11,6
CN,I9,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-11,1
CN,I9,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-10,10
CN,I9,7DF834AE-18E5-F5CA-432F-39D163297AA3,PUKAPUKA,-11,1
CN,I9,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,115
CN,I9,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,2
CN,I9,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-10,3
CN,IW,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-9,43
CN,IW,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-8,164
CN,IW,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-7,45
CN,IW,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-6,19
CN,IW,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-10,3
CN,IW,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-9,102
CN,IW,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-8,501
CN,IW,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-7,267
CN,IW,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-6,35
CN,IW,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-9,5
CN,IW,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-8,105
CN,IW,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-7,49
CN,IW,76C078AA-E35C-BB41-A469-3A210713172E,IQUIQUE,-8,20
CN,IW,76C078AA-E35C-BB41-A469-3A210713172E,IQUIQUE,-7,53
CN,IW,76C078AA-E35C-BB41-A469-3A210713172E,IQUIQUE,-6,3
CN,IW,76C078AA-E35C-BB41-A469-3A210713172E,IQUIQUE,-5,1
CN,IW,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-9,80
CN,IW,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-8,557
CN,IW,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-7,108
CN,IW,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-6,40
CN,IW,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-9,73
CN,IW,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-8,188
CN,IW,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-7,11
CN,IW,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,-8,74
CN,IW,FF656E17-3CDE-418A-6BAD-39D163297A7B,TARAWA,-7,7
CN,IW,DD6B232F-C32D-2907-F82E-39D1632979BD,UNKNOWN PORT,-8,42
CN,IW,DD6B232F-C32D-2907-F82E-39D1632979BD,UNKNOWN PORT,-7,12
CN,IW,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-9,10
CN,IW,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-8,117
CN,IW,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-7,99
CN,IW,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-6,47
CN,LN,,,-10,136
CN,LN,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,63
CN,LN,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-11,76
CN,LN,930A973D-68AE-57FC-DD15-39D163297A7B,AT SEA,-10,863
CN,LN,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,-11,2
CN,LN,9738C423-8F37-3002-672C-39D1632979C7,BUSAN,-10,17
CN,LN,076BEEA5-D1E3-DAD1-443F-39D163297A8F,DALIAN,-11,1
CN,LN,076BEEA5-D1E3-DAD1-443F-39D163297A8F,DALIAN,-10,13
CN,LN,9CBF38F2-100F-0471-5B62-3A079497E443,Faaa,-10,57
CN,LN,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-10,685
CN,LN,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-11,81
CN,LN,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-10,1530
CN,LN,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-11,1
CN,LN,6DDD2482-A35A-74A8-13BF-39D163297A99,ZHOUSHAN,-10,245
CN,MA,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,15
CN,MA,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,2
CN,MH,24637B8A-3709-6521-E4CB-39D163297A71,APIA,11,21
CN,MH,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,11,2792
CN,MH,25CAFD97-6514-11D9-0DE2-39D163297A17,MAJURO,12,127
CN,MH,A4072172-A4F1-0B05-D6B4-39D163297A7B,POHNPEI,11,1
CN,MH,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,12,3
CN,NC,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,20
CN,NF,824A3738-8B1F-40D6-B6C2-D4772E4DDCED,SHIDAO,11,2
CN,NF,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,11,5
CN,NZ,45EFF196-73FA-CDBA-0261-39D163297A67,SUVA,-12,2
CN,PF,24637B8A-3709-6521-E4CB-39D163297A71,APIA,-10,1
CN,PF,28E93CD7-BE58-38B7-85B5-39D163297A5D,PAGO PAGO,-11,1
CN,PF,DD1590E6-430E-BAAE-817D-39D163297A67,PAPEETE,-10,1
