eez_list,trip_count,total_trips
"CK,H4,H5,PX,TK",4,20448
"H4,I4,MH",4,20448
"FM,GL,I4,MH,PG",4,20448
"GL,H4,MH,TV",4,20448
"CK,LN,PX",4,20448
"FM,I4,MH,NR,PG",4,20448
"FM,GL,H4,MH,NR,PG,TV",4,20448
"GL,H4,NR,PG",4,20448
"FM,GL,I4,NR,PG,SB",4,20448
"FM,PG,PX,TV",4,20448
"FM,GL,H4,NR",4,20448
"GL,H4,I4,SB,TV",4,20448
"FM,GL,I4,MH",4,20448
"GL,H4,I4,I5,TV",4,20448
"FM,GL,H4,PG,SB,TV",4,20448
"GL,I4,MH,NR,PX",4,20448
"GL,H4,H5,I4,PX,TV",4,20448
"CK,H5,TK",4,20448
"H4,I4,PX",4,20448
"GL,H5,LN,PX",4,20448
"GL,H5,I4,MH,NR,PX",4,20448
"CK,TK,TV",4,20448
"GL,I4,MH,NR,SB",4,20448
"PX,SB,TK,TV",4,20448
"GL,I5,LN,PX",4,20448
"GL,H4,MH,NR",4,20448
"GL,H4,PG,TV",4,20448
"GL,H4,I4,MH,TV",4,20448
"PG,TV",4,20448
"SB,TK,TV",4,20448
"CK,GL,LN,PX,TK,TV",3,20448
"GL,H4,I4,LN,PX",3,20448
"I4,PG",3,20448
"PX,SB",3,20448
"GL,H4,H5,I4",3,20448
"GL,H4,I4,MH,PX",3,20448
"NR,PX,TV",3,20448
"PG,PX,SB,TV",3,20448
"GL,H5,PX,TK,TV",3,20448
"GL,H4,LN",3,20448
"GL,PG,PX,SB",3,20448
"GL,H4,I4,LN",3,20448
"GL,I2,NR",3,20448
"GL,H4,MH",3,20448
"I4,I5,MH,PX",3,20448
"GL,H4,MH,PX",3,20448
"FM,NR,PG,TV",3,20448
"FM,MH,NR,TV",3,20448
"H5,LN,PX,TK",3,20448
"GL,H4,NR,PG,TV",3,20448
"FM,I4,MH",3,20448
"CK,LN,TK",3,20448
"GL,H4,SB",3,20448
"GL,SB,TK,TV",3,20448
"FM,MH,NR,PG,TV",3,20448
"FM,GL,H4,H5,I4",3,20448
"GL,H5,I4,PX,TV",3,20448
I2,3,20448
"FM,I2,PG,SB",3,20448
"CK,GL,H5,PX,TK,TV",3,20448
"GL,I4,I5,PX,TV",3,20448
"FM,GL,I4,I5",3,20448
"H4,I4,TV",3,20448
"CK,GL,PX,TK,TV",3,20448
"H4,H5,I4,I5,PX",3,20448
"FM,GL,I2,NR,PG",3,20448
"H4,TK,TV",3,20448
"GL,PG,PX,TV",3,20448
"GL,NR,PG,PX,SB,TV",3,20448
"FM,GL,H4,I4,NR",3,20448
"GL,I2,NR,TV",3,20448
"H4,H5,I4",3,20448
"GL,H4,H5,PX,TK",3,20448
"FM,GL,H4,I4",3,20448
"GL,I4,MH,PG",3,20448
"GL,H5,I5,LN,PX",3,20448
"GL,H4,H5,I5",3,20448
"CK,GL,PX,TK",3,20448
"GL,I4,SB,TV",3,20448
"GL,I4,MH,NR,PG",3,20448
"FM,GL,H4,PG,PX",3,20448
"FM,GL,I4,MH,TV",3,20448
"GL,LN,NR,PG,PX",3,20448
"GL,I4,MH,NR,PG,TV",3,20448
"CK,H5,I5,LN,PY",3,20448
"GL,H4,H5,I4,PX,TK,TV",3,20448
"MH,SB",3,20448
"GL,I2,NR,SB",3,20448
"FM,GL,I2,MH,NR,PG",3,20448
"FM,I3,PW",3,20448
"I5,IW,PY",3,20448
"NR,PG,TV",3,20448
"FM,GL,MH,NR,PG,SB,TV",3,20448
"FM,I4,I5,PG",3,20448
"H5,LN,TK",3,20448
"H4,I4,PX,TV",3,20448
"FM,I3",3,20448
"H5,I4,I5,LN",3,20448
"FM,MH,TV",2,20448
"FM,I4,MH,PG",2,20448
"H5,HB,PX",2,20448
"H5,I4,I5,PY",2,20448
"GL,H4,H5,NR,PX",2,20448
"FM,GL,MH,TV",2,20448
"H5,I4,I5,IW,LN,PY",2,20448
"H5,I5,TK",2,20448
"GL,H4,H5,TV",2,20448
"FM,GL,NR,PG,PX,SB,TV",2,20448
"H4,I4,PX,TK,TV",2,20448
"H5,LN,TK,TV",2,20448
"GL,H4,H5",2,20448
"FM,H4,I4,PG,SB",2,20448
"H4,NR,SB,TV",2,20448
"I2,PG,SB",2,20448
"FM,GL,I4,NR,PX",2,20448
"AS,CK,LN,PX,TK",2,20448
"H4,PG,PX,SB",2,20448
"I5,LN,MH",2,20448
"FM,GL,MH,NR,SB,TV",2,20448
"CK,H5,I4,I5,LN,PX,TK",2,20448
"H5,I5,LN,PY,TK",2,20448
"I6,IW,JP",2,20448
"FM,GL,NR,PG,PW,SB",2,20448
"AS,H5,I5,IW,LN",2,20448
"H5,PX,SB,TK,TV",2,20448
"HB,PX",2,20448
"FM,GL,NR,PG,PX,TV",2,20448
"AS,CK,H5,I5,LN,PY",2,20448
"H5,I5,IW,LN,PY",2,20448
"LN,MH",2,20448
"FM,GL,NR,PX,SB,TV",2,20448
"CK,H4,PX,TK,TV",2,20448
"MH,NR,SB,TV",2,20448
"PG,PX,SB,TK",2,20448
"FM,GL,NR,PX,TV",2,20448
"GL,H4,H5,I5,LN,TV",2,20448
"I4,NR",2,20448
"GL,H5,NR,PX",2,20448
"FM,I2,NR,PG,SB",2,20448
"GL,H4,H5,LN,PX,TK,TV",2,20448
"I5,PX",2,20448
"GL,MH,PX,TV",2,20448
"FM,H4,PG,SB",2,20448
"GL,H4,H5,TK,TV",2,20448
"I6,JP",2,20448
"H4,PG,SB",2,20448
"FM,H5",2,20448
"GL,H4,I4,I5,MH",2,20448
"I1,ID,PW",2,20448
"H4,PX,SB,TV",2,20448
"FM,I1,ID",2,20448
"GL,H4,I4,I5,PX,TV",2,20448
"I4,I5,NR",2,20448
"GL,PG,PX",2,20448
"AS,CK,TK",2,20448
"FM,PG,PX,SB,TV",2,20448
"I4,I5,PY",2,20448
"FM,GL,MH,SB",2,20448
"CK,HB,PX,TK",2,20448
"FM,TV",2,20448
"I4,LN,PX",2,20448
"FM,GL,NR,PX",2,20448
"AS,CK,H5,I5,LN",2,20448
"GL,H4,H5,I4,I5,PX,TV",2,20448
"GL,H5,MH,NR",2,20448
"FM,I4,I5,NR",2,20448
"CK,H5,LN,PX,TV",2,20448
"GL,H4,I4,PX,TK",2,20448
"GL,H4,PG,SB",2,20448
"FM,I2,MH",2,20448
"CK,H5,LN,TK,TV",2,20448
"GL,H4,I5",2,20448
"GL,H4,TK",2,20448
"FM,I4,NR,PG",2,20448
"CK,H5,I4,I5,LN,PX",2,20448
"GL,H5,I5,PX",2,20448
"GL,H5,HB,I4,TV",2,20448
"GL,H4,H5,MH,PX,TV",2,20448
"FM,GL,H4",2,20448
"GL,H5,I5,PX,TV",2,20448
"H4,H5,I5,PX",2,20448
"GL,I2,NR,SB,TV",2,20448
"FM,GL,I2,NR,PG,TV",2,20448
"GL,H4,PG,SB,TK,TV",2,20448
"H4,I4,MH,PX",2,20448
"GL,HB,TV",2,20448
"FM,GL,H4,PG,PX,TV",2,20448
"GL,H4,PG,SB,TV",2,20448
"GL,I5,LN",2,20448
"GL,H5,TK",2,20448
"H5,LN,PX,TV",2,20448
"GL,PX,SB",2,20448
"GL,I4,NR,PX,TV",2,20448
"GL,H5,I4,I5,LN,TV",2,20448
"H5,TV",2,20448
"GL,PX,TK",2,20448
"GL,NR,PG,PX,SB",2,20448
"GL,H4,PG,PX,SB,TV",2,20448
"H5,I4,I5,IW",2,20448
"GL,I4,NR,PX",2,20448
"GL,MH,NR,PG,TV",2,20448
"GL,H5,LN,NR,PG,PX",2,20448
"H5,I4,I5,IW,LN,PX",2,20448
"H4,I4,NR",2,20448
"GL,NR,PX,SB,TK,TV",2,20448
"GL,H4,NR,PG,SB",2,20448
"GL,H5,NR,PX,TV",2,20448
"GL,I4,I5,TV",2,20448
"CK,H4,H5,TK",2,20448
"GL,H4,H5,I5,LN,PX",2,20448
"GL,LN,MH,NR,PX",2,20448
"GL,I2,SB,TV",2,20448
"CK,H4,TK,TV",2,20448
"GL,H4,MH,NR,PX,TV",2,20448
"GL,MH,PG,PX,SB,TV",2,20448
"GL,H5,PX,TK",2,20448
"CK,H5,I5,PX",2,20448
"CK,H5,I5,LN,PX",2,20448
"H4,H5,TK,TV",2,20448
"GL,I4,LN,PX",2,20448
"FM,GL,H4,I4,MH",2,20448
"CK,H4,H5,I5,IW,LN",2,20448
"GL,I4,PG,TV",2,20448
"H5,NR",2,20448
"FM,GL,HB,I4,NR,PG",2,20448
"FM,GL,H5,I4,NR,PX",2,20448
"GL,I4,PX,TK",2,20448
"HB,I4,I5,TV",2,20448
"FM,I2,MH,NR,PG",2,20448
"FM,GL,H5,PX",2,20448
"GL,I4,MH,NR,PG,SB,TV",2,20448
"H4,PG,SB,TV",2,20448
"FM,I3,PG",2,20448
"CK,H5,I5,LN,TK",2,20448
"GL,I4,I5,NR,TV",2,20448
"H5,I5,PX,TK",2,20448
"FM,I4,I5,MH",2,20448
"CK,I5,IW",2,20448
"GL,I4,MH,SB",2,20448
"H5,IW,TK",2,20448
"FM,H4",2,20448
"CK,JV,LN",2,20448
"GL,H4,NR,PG,PX,TV",2,20448
"NR,SB,TV",2,20448
"FM,NR,PX,SB,TV",2,20448
"CK,LN,PX,TK",2,20448
"GL,H4,PX,SB,TK,TV",2,20448
"I4,TV",2,20448
"FM,H4,NR,PG",2,20448
"CK,H5,IW,LN",2,20448
"GL,H4,I4,MH,PX,TV",2,20448
"I4,I5,TV",2,20448
"FM,H5,I4,NR",2,20448
"FM,GL,I4,MH,NR,PG,TV",2,20448
"GL,H4,I4,PG,SB",2,20448
"FM,GL,I4,MH,PG,SB",2,20448
"GL,H4,NR,PG,PX,SB,TV",2,20448
"GL,H4,HB,I4",2,20448
"GL,H4,NR,PG,SB,TV",2,20448
"GL,H4,NR,PX,TK,TV",2,20448
"GL,H4,NR,SB",2,20448
"GL,H4,NR,SB,TV",2,20448
"GL,H4,H5,I4,I5,PX",2,20448
"GL,H4,HB,PX,TK,TV",2,20448
"GL,H4,HB,I4,PX,TV",2,20448
"I4,MH,NR,PX,SB",1,20448
"GL,H4,HB,I4,I5,MH",1,20448
"FM,GL,I5,NR,PG",1,20448
"GL,H4,HB,NR",1,20448
"I5,I9,LN",1,20448
"GL,H4,HB,I4,PX",1,20448
"FM,GL,MH,NR,PG,PX,SB,TV",1,20448
"GL,H4,HB,PX",1,20448
"I5,LN,NR,PG",1,20448
"GL,H4,I2,NR,TV",1,20448
"FM,GL,I4,MH,NR,TV",1,20448
"GL,H4,H5,I5,PX,TK,TV,WS",1,20448
"I5,PG",1,20448
"GL,H4,I4,I5,LN,PX",1,20448
"FM,GL,MH,PG,PX,TV",1,20448
"GL,H4,H5,I5,TV",1,20448
"LN,PG,PX,TK",1,20448
"GL,H4,I4,MH,NR,PX",1,20448
"FM,GL,PX",1,20448
"GL,H4,H5,LN",1,20448
"LN,PG,SB",1,20448
"GL,H4,I4,MH,NR,SB",1,20448
"FM,H4,I4,I5,PG,SB",1,20448
"GL,H4,H5,MH,NR",1,20448
I9,1,20448
"GL,H4,I4,MH,PG,PX,TV",1,20448
"FM,H4,I4,MH,NR",1,20448
"GL,H4,H5,NR,PX,TV",1,20448
"PX,TK,WS",1,20448
"GL,H4,I4,MH,PG,TV",1,20448
"FM,H4,I4,NR,PG",1,20448
"GL,H4,HB,PX,TV",1,20448
"SB,TK",1,20448
"GL,H4,I4,PX,SB,TV",1,20448
"FM,H4,I4,PG,SB,TV",1,20448
"GL,H4,I2,PX,TK",1,20448
"PG,PW,SB",1,20448
"GL,H4,I4,NR,SB,TV",1,20448
"FM,H4,PG,PX,SB,TV",1,20448
"GL,H4,I4,I5,LN,PX,TV",1,20448
"PG,PX,SB,TK,TV",1,20448
"GL,H4,I4,MH,SB,TV",1,20448
"FM,H4,PX,SB",1,20448
"GL,H4,I4,I5,LN,SB,TV",1,20448
"PG,SB,TK",1,20448
"GL,H4,SB,TK,TV",1,20448
"FM,H4,PX,SB,TV",1,20448
"GL,H4,H5,I4,NR,PX,TK,TV",1,20448
"H5,LN,PG",1,20448
"GL,H5,I4,I5,LN,PX",1,20448
"FM,H4,SB,TK,TV",1,20448
"GL,H4,I4,MH,NR,TV",1,20448
"H5,I5,LN,MH,PX",1,20448
"GL,H5,I4,I5,MH",1,20448
"FM,H4,SB,TV",1,20448
"GL,H4,I5,LN",1,20448
"H5,I5,PX,PY",1,20448
"GL,H5,I4,MH,NR",1,20448
"FM,H5,I4,I5,MH,NR,PG",1,20448
"GL,H4,I5,PX,TV",1,20448
"H5,HB,I4,LN,PX",1,20448
"GL,H4,I4,TK,TV",1,20448
"CK,LN,PX,TV",1,20448
"GL,H4,NR,PG,TK,TV",1,20448
"H5,I4,I5,LN,MH,PX",1,20448
"GL,H4,I5,NR",1,20448
"CK,LN,TK,TO,WS",1,20448
"GL,H4,NR,PX,SB",1,20448
"H5,I4,PX,SB",1,20448
"GL,I4,NR,SB",1,20448
"CK,PX,TK,WS",1,20448
"GL,H4,MH,NR,PG,PX,SB",1,20448
"H4,PX,SB,TK",1,20448
"GL,I4,PG,PX,SB,TK,TV",1,20448
"CK,H5,I5,PX,PY",1,20448
"GL,H4,MH,NR,PX",1,20448
"H5,I4,I5,LN,PX,PY",1,20448
"GL,I4,PG,PX,SB,TV",1,20448
"CK,H5,IW",1,20448
"GL,H4,I4,NR,TV",1,20448
"H5,I4,I5,TK",1,20448
"GL,I4,I5,PG,PX",1,20448
"CK,H5,PX,WS",1,20448
"GL,H4,I4,PG",1,20448
"H5,I4,I5,TV",1,20448
"GL,I4,MH,NR,PX,TV",1,20448
"FM,GL,I2,MH,NR",1,20448
"FM,H5,I4,PX",1,20448
"H5,I4,MH",1,20448
"GL,I4,MH,PG,TV",1,20448
"FM,GL,I2,MH,NR,SB",1,20448
"FM,H5,I4,PX,TV",1,20448
"HB,LN,PX,PY,TK",1,20448
"GL,I5,MH",1,20448
"FM,GL,I2,MH,SB",1,20448
"FM,H5,PX",1,20448
"HB,PG,PX",1,20448
"GL,I5,PX,TV",1,20448
"FM,GL,H5,NR,PG,PX,TK",1,20448
"FM,H4,NR,PX,TV",1,20448
"I2,MH,NR,PG",1,20448
"GL,LN,MH,NR",1,20448
"CK,H5,TV",1,20448
"FM,H4,PG",1,20448
"I2,SB,TV",1,20448
"GL,I4,I5,LN,PX",1,20448
"CK,H4,LN,PX",1,20448
"FM,H5,I4,I5",1,20448
"I4,I5,PG,PX",1,20448
"GL,I4,I5,MH,NR",1,20448
"CK,H5,HB,I4,I5,LN,PX,PY",1,20448
"FM,H5,I4,MH,NR",1,20448
"I4,I5,PX,TK",1,20448
"GL,HB,I5,LN,PX",1,20448
"CK,H5,HB,I5,IW,LN",1,20448
"FM,GL,PG,PX,SB,TV",1,20448
"I4,I5,LN,MH",1,20448
"GL,HB,TK,WS",1,20448
"CK,H5,I4,LN",1,20448
"FM,GL,PX,TK,TV",1,20448
"I4,I5,LN,PG,SB",1,20448
"GL,I2,I4,NR,PG",1,20448
"CK,H5,I5,IW,LN,PY",1,20448
"FM,GU,PG",1,20448
"H5,NR,PG",1,20448
"GL,I2,PX,SB,TV",1,20448
"CK,H5,I5,LN,PX,TK,TV",1,20448
"FM,GL,NR,PG,PX",1,20448
"H5,NR,PG,PX",1,20448
"GL,H5,I4,PX,SB,TV",1,20448
"AS,CK,H5,I5,LN,PY,TK",1,20448
"FM,GL,NR,PG,PX,SB,TK,TV",1,20448
"H5,PG,PX,TK,TV",1,20448
"GL,H5,I5,LN",1,20448
"AS,H4,H5,HB,I4,I5,PX,TK",1,20448
"FM,NR,PX,TK",1,20448
"H5,MH,NR,PX",1,20448
"GL,H5,I5,LN,MH,PX",1,20448
"AS,H5,I5,PX",1,20448
"GL,H4,H5,I2,NR,PX,SB,TV",1,20448
"H5,MH,PX",1,20448
"GL,H5,I5,NR",1,20448
"CK,GL,PX,SB,TK,TV",1,20448
"GL,H4,H5,I4,I5,LN,PX,TV",1,20448
"HB,I4",1,20448
"GL,H5,I5,NR,PX,TV",1,20448
"CK,H4,H5,HB,I4,I5,LN,PX,TK,WS",1,20448
"FM,H4,I4,PG,TV",1,20448
"GL,I5,IW,LN,PX",1,20448
"GL,H5,I5,PG,PX",1,20448
"CK,H4,H5,HB,I5,LN",1,20448
"FM,I2,ID,PG",1,20448
"GL,I5,LN,MH,NR,PG",1,20448
"GL,H5,MH",1,20448
"CK,GL,H4,H5,I4,MH,NR,PX",1,20448
"FM,GL,I2,I4,MH",1,20448
"GL,I5,LN,NR,PG",1,20448
"GL,H5,MH,TV",1,20448
"CK,GL,H4,H5,LN,PX",1,20448
"FM,GL,I2,NR",1,20448
"GL,I5,TV",1,20448
"GL,H5,NR",1,20448
"CK,GL,H4,LN",1,20448
"FM,GL,I2,PG",1,20448
"GL,IW,LN,PX",1,20448
"H4,HB,I4,PX",1,20448
"CK,GL,H5,HB,I4,I5,LN,PX,TV",1,20448
"FM,GL,I4,I5,LN",1,20448
"GL,LN,NR,PX,SB,TV",1,20448
"H4,I4,I5,MH,PX",1,20448
"CK,GL,H5,I4,I5,NR,PX,SB,TK",1,20448
"FM,GL,I4,I5,MH,NR",1,20448
"GL,I4,MH,PG,PX,SB,TV",1,20448
"H4,I4,I5,NR",1,20448
"CK,GL,H5,TV",1,20448
"FM,GL,I4,I5,NR",1,20448
"GL,I4,LN,MH",1,20448
"H4,I4,NR,PG,TV",1,20448
"CK,TK,TV,WS",1,20448
"FM,GL,I4,I5,PG",1,20448
"GL,I4,NR,PG,SB,TV",1,20448
"H4,I4,NR,TV",1,20448
"FJ,NR,SB",1,20448
"FM,GL,I4,NR,PG,TV",1,20448
"GL,I4,NR,PG,TV",1,20448
"H4,H5,HB",1,20448
"FJ,PX,TO,TV,WS",1,20448
"FM,GL,I4,NR,SB",1,20448
"GL,HB,I5,PX",1,20448
"H4,H5,I4,PX,TK",1,20448
"FM,GL,H4,H5,I4,NR,PX,TV",1,20448
"FM,GL,I4,NR,SB,TV",1,20448
"GL,HB,SB,TV",1,20448
"H4,H5,I4,PX,TV",1,20448
"FM,GL,H4,H5,I4,PX",1,20448
"FM,GL,I4,PG,SB,TV",1,20448
"GL,H5,LN,PX,PY,TV",1,20448
"H4,I5,IW,LN,PY",1,20448
"FM,GL,H4,H5,LN,NR,PX,TV",1,20448
