log_trip_id,vessel_flag,primary_eez_code,departure_month,modal_offset
1EBADD94-644B-6AF0-E5FD-1B36E7E17AE0,PF,PF,5,-10
1EDA8D70-38D4-6BA0-1122-1B907C211112,NC,NC,2,11
1F03DCD5-2D69-6530-98DB-1BFA2C2FA049,TW,TO,5,-11
1EDEE929-A560-6D00-3450-1C4CAC799407,PF,PF,5,-10
1EED5AD9-21E9-63C0-3C05-1D45FCD32C18,NC,NC,8,11
1EE35847-F69A-6810-2432-1E7062EE0FAA,TW,TO,8,-11
C4102CE4-66F6-4889-9D56-1F32C3ABF6C9,WS,WS,9,-11
1ECC4C89-04AB-6080-32CE-1F783CA1570C,PF,PF,4,-10
1EF9BBAB-74FB-6010-2782-1FE4327590ED,PF,PF,11,-10
1EE0BBE0-6184-6650-E98A-1FEE68DBD66D,PF,PF,5,-10
1F1053A2-9C64-6DE0-C3C8-21DA047FC19B,TW,TO,2,-11
1F09BC54-198C-6940-0C9E-229D89FD3996,TW,TO,9,-11
1EF6A919-018C-67C0-387D-22B959978E37,PF,PF,9,-10
1EEAB3E6-A0B4-66B0-7487-25C152823162,NC,NC,1,11
1F01A908-C733-6A60-C83B-26013E9B9D78,PF,PF,4,-10
1EC026D8-B7E6-6510-35FB-2669EB0AD9AB,TO,TO,8,-11
1EDF4FA4-70FE-69E0-86C1-26AE07F7354E,PF,PF,5,-10
1EAF25BE-4576-6560-56F6-2759DF0F6166,PF,PF,9,-10
1ED63825-AD9E-60C0-960B-2780CCB3A483,PF,PF,11,-10
1EE25C4E-624C-6050-FB0B-27A54706AB8D,PF,PF,7,-10
6674008B-2477-4012-8E89-27DE6FF9EE45,PF,PF,12,-10
1EF92F83-A74C-62D0-A809-28666589D268,NC,NC,10,11
1EB8CF6A-D81A-63D0-8D36-2886DE9CF548,TO,TO,5,-11
1EDD3FC6-F6AC-6140-A3C2-28BEE1B63177,FJ,TO,4,-11
1EE5CC74-7D0A-6F10-79C9-29044C2EC188,TO,TO,9,-11
1F057D6F-25A7-6E00-606A-2A0DBE6FF10E,PF,PF,7,-10
3CAA2235-B50A-494D-9EE4-2A455494F518,CK,CK,7,-10
1EC903B7-AF35-63C0-C950-2A4A82ECACE1,NC,NC,2,11
1EC4C940-1E99-69C0-6C15-2A9617C95C83,PF,PF,11,-10
1D4EE23F-602E-47AE-BFD5-2BC552F6F83C,WS,WS,7,-11
1EC0F356-5E12-6520-7875-2C824B07DE09,PF,PF,5,-10
68DD4374-4ADA-4EEB-9DEE-2D2C50221735,VU,NU,10,12
1ED82334-BEB2-6CC0-65A7-2D750326AB3B,NC,NC,12,11
1F01BE1B-9493-66A0-DFBB-2D9A3540FE02,PF,PF,4,-10
1ECDFD2C-44E3-6A30-F8F3-2E13A5B69117,PF,PF,4,-10
1EFB652A-62C0-6150-984B-2E5F8036A1C2,TW,TO,12,-11
1EE5F49E-5A71-6DD0-285E-2E623A1B123E,PF,PF,9,-10
1EEC47A0-37B4-6AD0-2137-2E9EEC9B1B4C,PF,PF,2,-10
1EFC6D59-7714-6010-E612-2ED658B8A291,PF,PF,12,-10
1EC48DCA-6A8F-6B60-85CD-2F0848819E0A,PF,PF,11,-10
1EDCDB4B-061A-64F0-474C-2FBD9BBEEDE8,TW,TO,6,-11
1EF62F81-B46C-6910-8B21-2FC25A2F9EB2,PF,PF,8,-10
1ED02251-8F83-6A80-E67A-2FF076B1CE5C,TO,TO,7,-11
1ECCA3BC-EA78-68D0-7693-303FE2DC6084,NC,NC,4,11
1ED4722E-1583-6D30-F34A-312EDE849392,PF,PF,10,-10
1F0C5A77-D1F0-62C0-FB03-3131FD274E42,NC,NC,11,11
389D047B-C1A6-48F4-8D28-31CA71988200,TO,TO,2,-11
1EF7F9AF-75B6-6D70-8538-32574152B7F6,NC,NC,10,11
1EC8EAFC-FCAA-6CF0-E5D5-326A34C76374,PF,PF,2,-10
1EC95AF8-F38E-6A10-7E30-327303B645ED,TW,TO,2,-11
1ECEC0AC-703D-6CF0-83CB-32A95E52B407,PF,PF,6,-10
1EEF574E-A210-6CB0-E7C2-333F778B9D60,NC,NC,4,11
1EF8BF7E-5CD6-6180-BD46-33702ABA0143,TW,TO,10,-11
1EFDB404-1A49-6630-8624-33FC4ACF9DD6,PF,PF,1,-10
1EF30785-9388-65E0-3097-34C8BE3997B2,TO,TO,6,-11
AE461AF9-4050-4ABE-A0E2-3532C70C298B,NC,NC,8,11
1EF9C8D7-CDAF-61A0-4020-3548191C3220,FJ,FJ,11,12
1EB71B38-2901-6F20-FFEC-36422E7A53B1,NC,NC,2,11
1EE6BC38-0B20-6850-E2C6-36949A8E1058,TW,TO,10,-11
1F04812E-6D07-6E00-A305-36C95F116723,NC,NC,6,11
1ECE1738-6B39-6F10-8CF7-36E87B1359E6,PF,PF,5,-10
1F11E3B3-CFC5-66B0-B573-37477C72B3FB,PF,PF,3,-10
7FEB6343-81C3-442D-98C0-37854222E21D,WS,WS,6,-11
1ED3E92B-1767-6070-04E1-37BA9D14963D,PF,PF,9,-10
1ECB6A14-A19D-66C0-E954-37CB04F02313,PF,PF,4,-10
1EE4CF9D-A59A-65E0-EB0E-37D4B185C3B1,PF,PF,9,-10
1EC0F2BF-B5F2-6610-A1FE-38539B3000FB,PF,PF,9,-10
88F3D505-0BAE-4B96-91E1-38FB38D601B4,PF,PF,9,-10
1EB127AA-117E-6560-4384-39693234C8A6,PF,PF,10,-10
1F041BD6-8BD5-6BB0-A1E1-39B9D05994BB,PF,PF,9,-10
11081574-4DAE-2655-3221-39DC9CD7FA6E,FJ,FJ,12,12
FC322D2E-70F8-74B8-67EF-39DCC1A1E85C,MH,MH,12,12
B241404D-D7BE-E3FA-2F09-39DCC785488F,FJ,FJ,12,12
2D4DCCC8-7A9E-3050-2096-39DCCA89E596,FJ,FJ,1,-11
51A7E690-0661-329F-B3E4-39DCCAA07668,FJ,FJ,12,12
B9A18AF9-130E-9C29-6123-39DCCAA17A12,FJ,FJ,12,-11
63F2A8D3-3186-ECAA-B570-39DCEB19DA48,FJ,FJ,1,12
15FCCBB9-C114-CC8B-AE1D-39DCEB23FF71,FJ,FJ,1,12
E5C1D765-EF07-58C9-A6E9-39DCEB819070,TO,TO,1,-11
58967FB4-1231-5927-83B3-39DCFFA3836F,FJ,FJ,1,12
0CDC1066-68E7-B182-8BFB-39DD036E54C3,TO,TO,1,-11
A489C203-885A-D37E-A1E0-39DD0876EEB6,FJ,FJ,12,12
D049F76C-D57B-737B-B1A0-39DD32FC22EF,KI,I4,10,12
5BFB533D-B886-B1EF-6D8E-39DD33001507,FJ,FJ,1,12
DC77B6C2-2450-4091-0089-39DD330FE2D4,FJ,FJ,1,12
7289C5F0-8E18-D3C5-85B9-39DD3311127C,FJ,FJ,1,12
DB605C08-A9A8-BD64-7F25-39DD463A154F,FJ,FJ,1,12
57075166-740E-EAB9-BFB2-39DD4B8C87E7,PF,PF,1,-10
76A20BC6-7157-1188-A2B6-39DD572D0C91,FJ,FJ,1,12
133452C5-C367-0926-D4F6-39DD5B05D568,TW,TO,12,-11
7D81BEA4-A80D-8F54-839C-39DD6BFD89E7,TW,TO,11,-11
BE0BF9E1-E955-1599-2C39-39DD7061FEF0,TW,TO,12,-11
274B11D1-BEF2-07CF-795D-39DD7AF8C752,TW,TO,12,-11
32AA4ADC-E03C-613C-50C4-39DD7F094E56,TW,TO,12,12
48839375-D7FA-D383-02AC-39DD7F2CADBD,FJ,FJ,2,12
70B00AE6-ED1C-C30B-D4BA-39DD7F3B015B,FJ,FJ,2,12
E1B6436E-6C0D-8D61-4C6F-39DD80804897,TO,TO,1,-11
AE63CCF8-546A-1151-EA68-39DD8ECF9052,WS,H4,1,12
6B3B00F5-1E71-631C-69B5-39DD90AF1B7C,TO,TO,1,-11
8E4AFD7F-B4A0-74A3-7923-39DDC2A1BCBE,NC,NC,1,11
F712E94E-4BBC-BF2D-5FEC-39DDEB8E370D,VU,NU,12,-12
B4CED174-561E-D11B-2E0D-39DDEBAD58A9,FJ,FJ,2,12
6C713DF5-5C77-F482-2C8E-39DDEBAE7EF9,FJ,FJ,2,12
4025BAF6-5E2F-4DAD-6672-39DDEBB66C59,FJ,FJ,2,12
2DDDEB6A-4EEF-1C34-72C3-39DDEBBEB72B,FJ,FJ,2,12
CB23FD87-4F4D-ADF7-6EBB-39DDEBC3D05B,FJ,FJ,2,12
B52FEF5B-4066-2AD9-DE2F-39DDFBD36B27,NC,NC,3,11
394D1962-2F55-657B-C534-39DE0102DCA1,TW,TO,1,-11
D64F3A1B-D8FB-375E-CD12-39DE0132F8E0,FJ,FJ,1,12
3673BA9C-FC2A-1529-E6BA-39DE0AA04587,KI,GL,1,12
CE52D42D-E07A-F07C-284E-39DE0B582631,TO,TO,3,-11
290301FB-CABD-AF22-A50C-39DE33A2F540,FJ,FJ,2,-12
9D7B069B-55EE-8AFF-6962-39DE33A8795D,FJ,FJ,3,12
11ED5B66-0924-AB91-641A-39DE4276B4DC,FJ,FJ,3,12
0985074B-2CC4-1DE7-E63D-39DE427D8791,FJ,FJ,3,12
C6CB8650-D0B0-E2F8-0DFF-39DE436A81A4,FJ,FJ,1,12
C0286CE6-147D-2870-2881-39DE47A6AC36,FJ,FJ,2,12
D056FE8E-B7C6-D421-4C55-39DE483FC628,FJ,FJ,2,12
F3FC10CB-F1DF-9F58-F279-39DE57952F03,FJ,FJ,2,12
CE6B0521-4337-78AD-94B5-39DE6C51FA2D,FJ,FJ,3,12
642C0207-CB39-60AF-DD2E-39DE6C563A60,FJ,FJ,3,12
C6728E74-0E12-99EC-2032-39DE6C5C7E33,FJ,FJ,3,12
76828701-D674-6FF0-0C33-39DE6C9D3DCB,FJ,FJ,2,12
96189550-86AF-725C-8426-39DE6CAD5464,FJ,FJ,2,12
77696B19-9F4C-33CD-31F7-39DE6D14A04B,FJ,FJ,2,12
544210B7-21FA-492B-8C69-39DE760FB1AA,FJ,FJ,3,12
BFCD5C43-2BA9-936C-2B9C-39DE76127D8C,FJ,FJ,3,12
FF0568AD-00A0-77A7-A9C7-39DE76164061,FJ,FJ,3,12
FAC1431C-0040-580C-C858-39DE76176605,FJ,FJ,2,12
2A0EB5E9-DF0F-3883-B010-39DE762007FC,FJ,FJ,3,12
21A32B33-6127-1F42-CB5B-39DE94AD8BA6,PF,PF,3,-10
1BFBB83C-CD71-250F-C5BC-39DE967B630D,FJ,FJ,2,12
9E487607-5FC7-3097-C00B-39DEFD688E19,TW,TO,2,-11
061AEA30-1784-CFB9-4812-39DF07E33817,JP,PG,12,10
9BA4CA18-2DE1-2D9E-96F7-39DF0B769A83,TW,TO,3,-11
2FEB3F00-2202-83FF-134C-39DF0C20C002,TW,TO,2,-11
E18589E3-3190-8732-5609-39DF201E605F,PF,PF,3,-10
DB0E24B1-1C23-D5A5-3173-39DF20D32154,PF,PF,4,-10
0889A5A3-25AB-30EB-D24D-39DF2521BB38,PF,PF,3,-10
82DA94F4-8DE0-2A55-A211-39DF4B0198E3,TO,TO,5,-11
05250855-E2E3-AD50-42BD-39DF69494122,MH,MH,5,12
E7F73F45-37F8-EC7C-0BFB-39DF6DD31686,FJ,FJ,3,12
576B69B8-30F4-5213-65D2-39DF733C1207,PF,PF,4,-10
5F3884D2-519B-7B04-6405-39DF7964609D,CN,MH,5,12
B9458BBE-9E90-A6FD-AF19-39DF79665365,MH,MH,5,12
EDAD4E36-C879-FFE0-FF74-39DF8C8533C5,FJ,FJ,4,12
6E38B0DD-B692-926F-EC97-39DF8DD768A3,TW,TO,3,-11
A50B787B-FC30-CCE0-C60C-39DFA2729385,TW,TO,5,-11
D652AEE8-C282-933C-BC5C-39DFACB1BF3E,MH,MH,5,12
58B8D992-8481-4593-11F7-39DFACB3D0BA,MH,MH,5,12
4CA02A68-5DF7-43FF-B3DC-39DFBAF81CA3,US,TO,3,-11
A7BA88ED-8228-01AF-3AE1-39DFDF6570AB,PF,PF,5,-10
D5FB95E3-AFDE-5FAE-91BF-39DFE0239736,TW,TO,4,-11
B19B5E4C-A145-FE3F-8108-39DFE8D9DC59,PF,PF,6,-10
09A092DB-A4EA-28C3-5661-39DFF8E211B6,MH,MH,6,12
26779217-C466-2D35-E6A3-39DFF8E38EFF,MH,MH,6,12
7E905C4C-9B23-DBB5-6F57-39DFF8E6C3EB,MH,MH,6,12
AF912F19-1464-8EB9-1C67-39DFF90BE11D,MH,MH,6,12
5B4B056B-9605-CF78-7446-39DFF916DDE3,MH,MH,6,12
2C3B3F13-1977-AF96-F6DA-39DFF91B1460,CN,MH,6,12
E4DECDB8-01BE-B5BB-5D1C-39E01D65CDB9,MH,MH,6,12
6C1648B7-19F9-EB4A-CF86-39E01D670251,MH,MH,6,12
044255EC-B456-0A7B-65DB-39E023975ECC,TW,TO,3,-11
757A5716-F28E-7B9E-BEF1-39E02C276F2A,FJ,FJ,3,12
1E205C92-B532-349E-5A01-39E0421595CD,MH,MH,6,12
003D17C4-4FA7-24AC-24E0-39E04217F3E2,MH,MH,6,12
57BC9C77-39A0-5852-C138-39E04537BA84,PF,PF,6,-10
1BA2C738-470A-B9BD-2C66-39E045F621E5,PF,PF,5,-10
EE0D5356-CF15-A86A-5548-39E04A93F44F,PF,PF,6,-10
82E27B42-E522-F8B2-2E43-39E051A1776F,MH,MH,6,12
89904A7E-60AC-173C-6BFC-39E051A39B88,MH,MH,6,12
7E4C82B2-96B1-F2EF-28B4-39E051A4ED1E,MH,MH,6,12
53AE06AA-3F41-29C4-0D0D-39E06EDBE65A,FJ,FJ,4,12
8FF43912-4193-44D9-F164-39E06EEE94D0,PF,PF,6,-10
63825A95-8459-8599-82EE-39E06F63ACF4,FJ,FJ,4,12
C5F09AD4-7F5E-AF56-8D84-39E0732C7FF7,PF,PF,5,-10
F6CBF9F7-E9E5-8239-6857-39E074284441,MH,MH,7,12
D6C326FD-F785-BCE0-91ED-39E0843FD108,FJ,FJ,3,12
B31AF78E-439E-EB24-0680-39E084D9B0A8,FJ,FJ,6,12
AA32807E-6E79-E39A-C20D-39E085141456,FJ,FJ,3,12
BB48AE6E-7998-70A0-737A-39E094A5C221,CN,MH,7,12
70207626-F81D-AE32-2AE9-39E094A957AC,MH,MH,7,12
1D0AD98C-4A57-71D8-BC86-39E094AAB567,MH,MH,7,12
5DB4640F-8F2B-AB50-59C4-39E098ABBF98,FJ,FJ,4,12
9D463F80-7E61-42B4-52CD-39E0E91AA79A,CN,PW,12,9
7D5F6C07-0B82-8515-12F2-39E0FF47002A,PF,PF,7,-12
FD464AED-FC0A-0C0B-8CD6-39E11A7F0CF1,CN,MH,8,12
A93A58AE-4BE0-66D7-A9C7-39E11A7FF83B,MH,MH,8,12
A08A0C53-9631-B15E-5DDE-39E1250832CA,TW,PW,3,9
4871F97F-02EC-8ABE-08AC-39E1289BACB2,PF,PF,7,-10
FEEC3019-6749-BFEE-09AC-39E128F3AC22,PF,PF,8,-10
98A269D4-1B56-E455-5B89-39E142F650AA,MH,MH,8,12
E52E4074-2D06-BB74-F0F3-39E142F74991,CN,MH,8,12
013697A4-B2EB-4856-1FE5-39E142F9E163,MH,MH,8,12
B8369455-295A-1248-8343-39E143016807,MH,MH,8,12
168D82AC-95CF-7981-3F2C-39E15BF2610D,FJ,FJ,3,12
CEF465B7-440D-E4B3-2262-39E15C1976F3,FJ,FJ,4,12
720405DB-5AC4-89D0-C799-39E15CF281FE,FJ,FJ,3,12
EFE11443-4828-61D2-5C87-39E161816D14,FJ,FJ,4,12
A76C9AD6-F802-B55E-1CA3-39E1620BF293,MH,MH,8,12
9BA0DBC5-B36E-4654-BBC7-39E16251F292,FJ,FJ,4,12
2EE74FDB-37BA-A428-2F6D-39E16B422A9C,MH,MH,8,12
3B803DAA-8C94-DB1E-B9E1-39E170DDA799,PF,PF,4,-10
0EF2E8C1-D7D9-1D46-F7D9-39E170EA3D87,PF,PF,8,-10
6DB19CC9-6C71-4137-8544-39E171D981B9,MH,MH,8,12
0D13DBBC-CD5C-ED26-EB24-39E180E0EB7C,FJ,FJ,4,12
276C29BE-43B6-C7C7-2382-39E186617C3B,FJ,FJ,4,12
E14401EC-1C1F-AF6E-6E38-39E18A1F4C80,PF,PF,8,-10
6ED5104C-6360-52CF-EDD4-39E18B84B40D,TO,TO,8,-11
344793C8-DCC5-A7EF-DCDC-39E18BB28C38,TO,TO,7,-11
3AD2C61D-E6C0-CA7E-910A-39E1AA10CA83,MH,MH,8,12
37B2533F-85AB-D538-8576-39E1AA1498D1,MH,MH,8,12
03BCD819-597A-9DEF-73F4-39E1AABFC7D7,MH,MH,9,12
0F269AFD-2563-275F-6F55-39E1AAC48CBB,MH,MH,9,12
916C65A0-2324-F602-CE4D-39E1AE8FB9AB,PF,PF,6,-10
3801A410-6950-C7D0-E6D9-39E1C7DFE23A,TW,TO,6,12
6582E970-5F56-7539-B4DF-39E1C82A75B6,FJ,FJ,5,12
A51AB6EC-03FC-0D7F-2D25-39E1C8AF665E,MH,MH,9,12
C4E24679-2388-96D4-0B20-39E1CD74AF84,TW,TO,7,-11
BF665C07-9B73-4AB7-4CCD-39E1D8885255,FJ,FJ,4,12
8A9FFFA5-6E50-F071-C4F5-39E1D8B30BEA,FJ,FJ,4,12
AEA06E80-A997-D9AE-8597-39E1D8C7C0E4,FJ,FJ,5,12
5CCA3C8A-784B-9083-5AD9-39E1DC56AF0B,TW,TO,6,-11
96D317FF-C77A-F1C9-BCF1-39E1DC7E1BE5,TO,I7,7,-11
4032359D-7BCB-8766-CE0F-39E1EC858D45,FJ,FJ,5,12
0DF04BB4-0F66-1FAC-A5C2-39E1EC973E84,FJ,FJ,5,12
74210B95-B382-29F6-C9A6-39E1ECB110E1,FJ,FJ,5,12
810F4A18-81D1-9FF3-B55C-39E1ECBDEB3B,FJ,FJ,5,-12
508CC692-72F3-5AA4-CFF6-39E1F179B057,FJ,FJ,4,12
15C5B614-4C3A-63A0-1CB0-39E1F6A06C8C,PF,PF,8,-10
C77B71B8-B7E9-CE2D-F2AB-39E1FBC34D49,FJ,FJ,5,12
1FA7F434-13F4-3C67-5094-39E1FBDDD49F,FJ,FJ,5,-12
8836CD3E-1A2A-C32C-9E00-39E1FC7D28AA,FJ,TV,4,12
A2CB93C2-5E30-87FA-0F6A-39E21126F3F7,FJ,FJ,6,-12
4DD83D28-F563-D3F2-DA8F-39E2113E6DD0,FJ,FJ,6,12
3BA75058-1C4C-91E2-34F0-39E2115A0176,FJ,FJ,6,12
765C9187-3889-84C5-C352-39E216C18FC2,FJ,FJ,5,12
6652DEFF-CF5C-B5D7-F3AC-39E21BBEB0AA,TW,TO,7,-11
1BB2E212-5EDA-7C96-02C9-39E220D2AC47,FJ,FJ,5,12
5EC9F45B-9D53-0350-6F94-39E220F82B46,FJ,FJ,5,12
3CCD1086-9E57-35E1-3D63-39E2250047F8,FJ,FJ,5,12
6FBE71BC-EE88-CA25-1A42-39E22929A4A1,PF,PF,9,-10
0DC71F1E-CED0-1805-AC78-39E234785A4C,FJ,FJ,5,12
C61F2D80-B5C2-4608-F541-39E238F381F6,FJ,FJ,7,12
A3E04CA9-F279-BEA3-79A5-39E23919A1BA,FJ,FJ,7,12
6D5A1039-BA09-2C89-0359-39E23943954F,FJ,FJ,9,12
5534F7B6-D2CA-37B2-98A1-39E239459C99,FJ,FJ,9,12
B28163B7-339E-C6C4-8560-39E239A69F60,FJ,FJ,5,12
1C3448EA-6910-1066-7077-39E23A71A6E4,FJ,FJ,5,12
36226F2A-2BBC-4813-8F6E-39E23EDFF018,FJ,FJ,6,12
AFC5CA2F-0560-D3D9-B5B7-39E23FDED889,SB,SB,6,12
9F535CE6-4431-930A-A048-39E258BF0A06,FJ,FJ,6,12
91BF82C1-D638-FFFB-CA0C-39E26319AD94,FJ,FJ,7,12
A8AFFED1-93C4-6952-215E-39E266D9D58A,PF,PF,9,-10
163E5C3D-01C3-EED8-BCC1-39E26762896D,FJ,FJ,6,-12
203EEFCB-BBA2-1087-7364-39E267AF15F0,FJ,FJ,6,12
2D33F392-73B1-04C0-80A9-39E267C29F6F,FJ,FJ,6,12
EBBAD1C7-E8F0-4948-E9D7-39E268551518,FJ,FJ,7,12
D473152E-5DA2-353D-1CD3-39E28120ADB6,PF,PF,10,-10
1DF4D3A9-9FA7-CA66-8CA9-39E282CBCCAA,FJ,FJ,7,12
7F3D652C-46BF-3801-A9C1-39E286970C75,FJ,FJ,6,12
AFCE0619-1F93-5771-EBF2-39E28DED69B1,TO,TO,9,-11
32160EA5-BA73-C92B-7698-39E291836619,FJ,FJ,9,12
AA72331C-1CCA-D6F5-BE44-39E29189B912,FJ,FJ,8,12
6FBAFEBA-80C4-3D2F-494A-39E2A11D0630,FJ,FJ,8,12
74DC2434-3C19-0210-D38A-39E2A13890E4,FJ,FJ,8,12
A5B8C58A-8A7D-3209-0133-39E2A14E0BF0,FJ,FJ,10,12
B102CB3B-1EF1-118B-7807-39E2A14FA4A1,FJ,FJ,10,-12
B6856AAC-BAE7-F446-ED3B-39E2A543F9FD,FJ,FJ,7,12
20085556-A57E-6C2E-A2BF-39E2A6A584C0,FJ,FJ,5,12
74488B7E-4A43-FF97-FEAE-39E2AA7246AC,FJ,FJ,6,12
AC535BAF-5D33-D057-E980-39E2AA869BEE,PF,PF,10,-10
EA1D706C-890A-AB25-4C51-39E2AB0E36AF,FJ,FJ,7,12
C6B8859A-B109-C68D-D16F-39E2AB6AC97D,FJ,FJ,7,12
1FBBEAAC-6F1C-3D3A-7A5F-39E2AB777143,FJ,FJ,6,12
EFC11490-0B93-57DC-01F1-39E2B0CBC64C,FJ,FJ,7,12
3FECE522-E804-2E28-6B04-39E2B5522DEA,FJ,FJ,7,12
E4BAD935-0C17-6B3A-D52D-39E2B5F80D22,FJ,FJ,7,12
11601DF6-EE63-2956-5749-39E2C571484E,FJ,FJ,10,12
A9298C08-EB43-EBE9-6A22-39E2C575EE54,FJ,FJ,10,12
A71B7056-85DD-6689-6947-39E2C8F9C78D,FJ,FJ,9,12
08373524-CBB4-EF92-CB72-39E2C90AF293,FJ,FJ,8,12
C71AF93E-42D0-DE36-5E77-39E2C9115E15,FJ,FJ,10,12
6E13B51C-4FE6-BC34-D338-39E2C9324BF1,FJ,FJ,10,12
699DB045-747A-A03C-19D1-39E2C9396F74,FJ,FJ,10,12
