eez_list,trip_count,total_trips
"FM,GL,I4,MH,PG,SB,TV",1,20668
"CK,FJ,IW,LN,TV",1,20668
"H4,I4,MH,PX,TV",1,20668
"FM,GL,H4,I4,PG,PX",1,20668
"GL,I4,MH,PG,PX,SB,TV",1,20668
"FM,H4,I4,I5,PG,SB",1,20668
"GL,H4,MH,PG,TV",1,20668
"CK,LN,PX,TV",1,20668
"FM,GL,I2,NR",1,20668
"CK,GL,H4,H5,I4,MH,NR,PX",1,20668
"FM,GL,H4,SB",1,20668
"FM,GL,H4,I4,PX",1,20668
"GL,I5,LN,TV",1,20668
"FM,GL,H5,NR,TK,TV",1,20668
"I2,SB,TV",1,20668
"FM,GL,H4,I4,I5,PG",1,20668
"FM,MH,PG,SB,TV",1,20668
"CK,GL,H4,H5,LN,PX",1,20668
"H4,I4,NR,PG,TV",1,20668
"FM,GL,H4,NR,SB",1,20668
"GL,IW,MH,NR",1,20668
"FM,GL,I4,MH,NR,PG,SB,TV",1,20668
"GL,H4,H5,NR,PX,TV",1,20668
"FM,GL,H4,I5,NR",1,20668
"FM,GL,I2,NR,SB,TV",1,20668
"CK,GL,H4,PX,TK",1,20668
"FM,GL,H5,I5,PX,TV",1,20668
"FM,GL,H5,I4,MH,NR,PX",1,20668
"GL,I4,NR,PX,TK,TV",1,20668
"FM,GL,H4,I4,I5,PX",1,20668
"I4,MH,NR,PX,SB",1,20668
"FM,GL,H4,LN,PG,PX,TV",1,20668
"FM,NR,PG,PW",1,20668
"CK,GL,LN,TK,TV",1,20668
"H4,I5,LN,TV",1,20668
"FM,GL,H5,PX,SB,TV",1,20668
"GL,I4,PG,SB,TV",1,20668
"FM,GL,H4,I4,MH,NR",1,20668
"FM,NR,PX,TV",1,20668
"FM,GL,H4,MH,NR",1,20668
"FM,GL,I4,I5,PG",1,20668
"CK,H4,H5,I4,I5,PX,TV",1,20668
"GL,H4,I5,PX,TV",1,20668
"FM,GL,I2,PG",1,20668
"GL,H4,I4,MH,PG,TV",1,20668
"FM,GL,H4,I4,PX,SB,TV",1,20668
"I4,TK,TV",1,20668
"FM,GL,H4,PG,TV",1,20668
"GL,H4,H5,I4,I5,TK,TV",1,20668
"CK,H4,LN,PX",1,20668
"H5,LN,PG",1,20668
"CK,I4,I5,TV",1,20668
"GL,H4,I5,NR",1,20668
"FM,GL,H4,MH,PG,PX",1,20668
"FM,I4,I5,MH,TV",1,20668
"CK,H4,H5,I4,I5,LN,PX,TK",1,20668
"FM,GL,I4,MH,NR,TV",1,20668
"CK,H4,PX",1,20668
"GL,H4,H5,I4,NR,PX,TV",1,20668
"CK,IW",1,20668
"GL,H4,HB",1,20668
"FM,GL,H4,NR,SB,TV",1,20668
"GL,I5,LN,NR,PG",1,20668
"CK,H4,H5,I5,LN,PX,TK,TV",1,20668
"GL,H4,H5,I5,PX",1,20668
"CK,H5,HB,I4,I5,LN,PX,PY",1,20668
"H5,NR,PG",1,20668
"AS,H5,I5,LN,PX",1,20668
"GL,H4,PG,PX,SB",1,20668
"CK,H5,I2,I4,NR,PX",1,20668
"GL,H4,H5,HB,I4,I5",1,20668
"CK,H5,I4,I5,TV",1,20668
"FM,GL,I4,NR,SB",1,20668
"CK,H5,I4,PX,TK,TV",1,20668
"GL,H4,HB,I4,I5,MH",1,20668
"AS,HB,I4,I5,LN,PY",1,20668
"GL,H5,HB,I4,PX",1,20668
"CK,H5,I4,I5,PX,TK",1,20668
"GL,I5,NR,PX,TV",1,20668
"CK,GL,H5,HB,I4,I5,LN,PX,TV",1,20668
"CK,I4,I5,LN,PY",1,20668
"CK,H5,I5,IW,PX",1,20668
"I4,I5,PX,TK",1,20668
"CK,GL,H5,LN,TK,TV",1,20668
"GL,H4,H5,I5,PX,TK,TV,WS",1,20668
"CK,H5,I5,IW,LN,PY",1,20668
"GL,H4,H5,HB,I4,I5,PX",1,20668
"CK,GL,HB,LN,PX,TK,TV",1,20668
"FM,GL,MH,PG,PX,TV",1,20668
"GL,H4,H5,I4,I5,LN",1,20668
"GL,H4,HB,I4,PX",1,20668
"CK,H5,HB,I4,I5,LN,PX",1,20668
"GL,H4,H5,I5,TV",1,20668
"CK,H4,TK",1,20668
"GL,PX,SB,TK",1,20668
"CK,GL,I5,PX,TK,TV",1,20668
"FM,GL,H4,H5,LN,NR,PX,TV",1,20668
"FM,I4,I5,MH,NR",1,20668
"MH,NR,PX,TK,TV",1,20668
"CK,H5,I5,JV,LN,PX",1,20668
"GL,H4,H5,NR,PX,TK,TV",1,20668
"CK,I5,LN,TK",1,20668
"GL,H4,H5,HB,I5,IW,LN,PY",1,20668
"PG,PX,SB,TK,TV",1,20668
"FM,GL,NR,PW,TV",1,20668
"FM,I4,NR",1,20668
"GL,H4,I4,I5,LN,PX,TV",1,20668
"FM,H4,NR,PG,SB,TV",1,20668
"FM,I2,ID,PG",1,20668
"CK,H4,H5,LN,PX",1,20668
"H4,H5,I5,LN,PY,TK",1,20668
"I4,TK",1,20668
"FM,GL,H4,H5,TV",1,20668
"FM,H4,I4,I5,PG",1,20668
"PG,PX,SB",1,20668
"FM,H4,NR,PX,TV",1,20668
"FM,I2,MH,NR,PG,SB",1,20668
"CK,GL,I5,LN,PX,TK",1,20668
"GL,H4,H5,I2,I4,I5,MH,PX,TV",1,20668
"I5,I9,LN",1,20668
"FM,GL,PG,PX,SB",1,20668
"FM,H4,PG",1,20668
"GL,H4,I4,I5,SB",1,20668
"FM,I4,I5,NR,PG",1,20668
"FM,I4,NR,PG,SB",1,20668
"CK,GL,NR,PX,TK,TV",1,20668
"H4,I4,NR,TV",1,20668
"HB,I4,I5,LN,PX,PY,TK",1,20668
"FM,GL,H4,I4,NR,PG",1,20668
"FM,H5,I4,I5,MH,NR,PG",1,20668
"CK,LN,PX,TK,TV",1,20668
"FM,I4,NR,PG,TV",1,20668
"FM,I5,PG",1,20668
"AS,CK,H5,HB,PX,TK",1,20668
"GL,H4,H5,I4,I5,NR,PX",1,20668
"HB,I4,I5,PX",1,20668
"FM,GL,PX,TK,TV",1,20668
"H4,PX,TK,WS",1,20668
"GL,H4,I4,MH,NR,PX",1,20668
"FM,I4,PG",1,20668
"FM,LN,MH,NR,PX",1,20668
"AS,CK,H5,LN,PX,TK,WS",1,20668
"H4,NR,PG,SB,TV",1,20668
"HB,LN,PX,PY,TK",1,20668
"FM,H5,I4,I5",1,20668
"H5,HB,I4,I5,IW,LN",1,20668
"CK,LN,TK,TO,WS",1,20668
"FM,MH,PG,TV",1,20668
"FM,H4,I1,PG",1,20668
"AS,CK,I5,IW,JV,LN,PY",1,20668
"GL,H4,H5,I4,NR,PG,PX,SB,TV",1,20668
"HB,PG,PX",1,20668
"FM,H4,I4",1,20668
"H5,I4,LN",1,20668
"GL,H4,I4,PG,TV",1,20668
"GL,H4,HB,I4,NR,PG,PX,SB,TV",1,20668
"FM,H4,I4,PG,TV",1,20668
"AS,GL,H4,H5,PX,TK",1,20668
"H4,PX,SB,TK,TV",1,20668
"I4,I5,NR,PX",1,20668
"FM,GL,NR,PG,PX",1,20668
"H5,LN,NR,PG",1,20668
"CK,IW,LN,TK",1,20668
"GL,H4,HB,PX,TV",1,20668
"FM,H4,PG,PX,SB,TV",1,20668
"AS,H5,I5,PX",1,20668
"GL,H4,H5,I4,NR,PX,TK,TV",1,20668
"I4,I5,PG,PX",1,20668
"FM,H4,PX,SB",1,20668
"H5,LN,PG,PX,SB,TV",1,20668
"FM,PX,TV",1,20668
"GL,H4,H5,I4,I5,MH,SB,TV",1,20668
"FM,GL,I4,MH,SB",1,20668
"CK,GL,H5,LN,PX,TK,TV",1,20668
"H5,I4,I5,LN,MH,PX",1,20668
"I4,I5,SB,TV",1,20668
"GL,I4,PG,PX,SB,TV",1,20668
"I1,IW",1,20668
"FM,GL,H4,H5,I4,NR,PX,TV",1,20668
"GL,H4,H5,I4,LN,PX,TV",1,20668
"FM,GL,I4,NR,TV",1,20668
"PG,PW,SB",1,20668
"FM,GU,PG",1,20668
"I5,LN,MH,NR,PG,PX",1,20668
"FM,H4,PX,SB,TV",1,20668
"I2,NR",1,20668
"FM,H4,NR,PG,PX,TV",1,20668
"I5,PX,TV",1,20668
"FM,GL,LN,MH,NR,PX",1,20668
"I2,MH",1,20668
"H5,I4,I5,LN,PX,TK,TV",1,20668
"I5,LN,PY",1,20668
"GL,I4,PX,SB",1,20668
"I2,NR,PG",1,20668
"FM,GL,H4,H5,PG,PX,SB,TK,TV",1,20668
"I4,I5,JV,LN,TK",1,20668
"FM,GL,H5,NR,PG,PX,TV",1,20668
"I4,I5,MH,NR",1,20668
"FM,H4,I4,PG,SB,TV",1,20668
"LN,MH,PG",1,20668
"FM,H5,I4,PX",1,20668
"I4,PG,SB,TV",1,20668
"FM,H4,SB,TV",1,20668
"PG,PX,TV",1,20668
"FM,GL,I2,NR,PG,SB",1,20668
"ID,PG",1,20668
"H5,HB,I5",1,20668
"NR,PX,SB,TV",1,20668
"GL,I2,NR,PG,PX,TV",1,20668
"PX,SB,TK",1,20668
"FM,GL,H4,HB,I4,PX,TV",1,20668
"GL,H5,MH,TV",1,20668
"CK,PX",1,20668
"LN,PG,PX,TK",1,20668
"FM,H5,PX",1,20668
"PG,PX",1,20668
"GL,I2,TV",1,20668
"LN,NR,PX",1,20668
"FM,I2,MH,NR",1,20668
"GL,I4,I5,JV,LN",1,20668
"CK,PX,TK,WS",1,20668
"LN,PX,PY",1,20668
"H5,HB,I5,LN,PX,PY",1,20668
"H5,PG,PX,TK,TV",1,20668
"GL,I4,I5,LN,MH,PY",1,20668
"LN,TK,TV",1,20668
"FM,GL,PG,PX,SB,TV",1,20668
"GL,I4,MH,PG,SB,TV",1,20668
"FM,GL,H4,H5,PG,PX,TV",1,20668
"LN,PX,TK,TV",1,20668
"FM,I2,NR",1,20668
"H5,LN,PG,PX",1,20668
"GL,I3,MH",1,20668
"GL,I5,TV",1,20668
"FM,I5,MH",1,20668
"GL,I4,NR,PG,PX",1,20668
"FM,GL,H4,H5,PX",1,20668
"GL,MH,NR,TK,TV",1,20668
"FM,H5,I4,PX,TV",1,20668
"H5,I4,I5,LN,PY",1,20668
"GL,I4,I5,PG,PX",1,20668
"GL,NR,PX,SB",1,20668
"FM,GL,I4,NR,SB,TV",1,20668
"GL,I4,NR,SB,TV",1,20668
"FM,GL,H4,MH,PX,TV",1,20668
"GL,NR,PX,SB,TK",1,20668
"FM,GL,MH,PG,SB",1,20668
"H5,I4,LN,PX",1,20668
"GL,I4,I5,MH,NR",1,20668
"H4,H5,HB,PG,PX,TV",1,20668
"GL,H5,I5,LN,NR,PG,TK",1,20668
"GL,I5,LN,MH",1,20668
"FM,GL,H4,NR,PG,PX,SB,TK,TV",1,20668
"H4,I4,I5,LN,PX",1,20668
"FM,H4,I4,NR,PG",1,20668
"H5,I5,IW,PY,TK",1,20668
"GL,MH,NR,PG,PX",1,20668
"H4,PG,SB,TK,TV",1,20668
"FM,GL,I5,NR,PG",1,20668
"GL,I5,LN,NR,PX",1,20668
"CK,HB,I5,LN,PX,TK",1,20668
"H5,I4,I5,LN,PX,TK,WS",1,20668
"FM,GL,NR,PG,PX,SB,TK",1,20668
"H4,H5,I4,PX,TV",1,20668
"GL,I4,NR,PG,SB,TV",1,20668
"H5,I4,PX,TV",1,20668
"GL,HB,I4,I5,PX",1,20668
"GL,NR,PX,TK",1,20668
"AS,CK,LN",1,20668
"H5,MH,PX",1,20668
"FM,GL,I4,NR,PG,TV",1,20668
"H4,H5,LN,TV",1,20668
"GL,MH,NR,PG,PX,TV",1,20668
"HB,I4,I5",1,20668
"FM,GL,H4,I4,MH,NR,PG,TV",1,20668
"H4,SB,TV",1,20668
"AS,H4,HB,I5,PX,TK,TV,WS",1,20668
"HB,I4,PX,TK,WS",1,20668
"FM,GL,NR,PG,PX,SB,TK,TV",1,20668
"H4,I4,TK,TV",1,20668
"GL,I4,NR,PX,SB",1,20668
"H5,HB,I4,I5,LN,PX",1,20668
"GL,I4,I5,MH,TV",1,20668
"H4,NR,PG,PX,SB,TK",1,20668
"AS,H4,HB,PX,TK",1,20668
"H5,HB,IW,PX",1,20668
"FM,GL,I5,NR,PG,PX,SB",1,20668
"I4,I5,LN,MH",1,20668
"GL,I4,LN,MH",1,20668
"I4,I5,PX,TV",1,20668
"FM,GL,H4,I4,PG,TV",1,20668
"I5,LN,NR,PG",1,20668
"AS,H5,I5,JV,LN,PY",1,20668
"H5,I5,PX,TV",1,20668
"FM,GL,I4,I5,MH,NR",1,20668
"H5,LN,NR,PX",1,20668
"GL,I4,PG,PX,SB,TK,TV",1,20668
"H5,LN,NR,PX,SB",1,20668
"GL,H4,LN,PX,TK",1,20668
"H5,LN,PX,SB,TV",1,20668
"AS,TK,WS",1,20668
"H5,NR,PX",1,20668
"FM,GL,I4,I5,NR",1,20668
"H5,I4,I5,IW,LN",1,20668
"GL,H4,HB,PX",1,20668
"FM,GL,I2,MH,NR,SB",1,20668
"CK,GL,H4,H5,NR,PG,PX,TK",1,20668
"FM,GL,I4,I5,PG,SB",1,20668
"GL,I4,TK,TV",1,20668
"GL,H4,MH,NR,PX",1,20668
"CK,GL,H4,LN",1,20668
"FM,GL,I4,I5,NR,PX",1,20668
"GL,H4,I2,PX,TK",1,20668
"FM,GL,I4,I5,MH",1,20668
"CK,GL,H4,PX",1,20668
"FM,GL,I4,TV",1,20668
"GL,I5,MH,PX",1,20668
"GL,I5,LN,MH,NR,PG",1,20668
"CK,GL,H5,TV",1,20668
"FM,GL,H4,PX",1,20668
"GL,H4,PG,PX,SB,TK,TV",1,20668
"CK,GL,H5,I5",1,20668
"CK,H5,HB",1,20668
"CK,H5,IW",1,20668
"GL,I5,PX,TV",1,20668
"GL,I5,LN,MH,NR,TV",1,20668
"CK,H5,HB,I4,I5,IW,PX",1,20668
"FM,GL,H5,NR,PG,PX,TK",1,20668
"GL,H4,I4,NR,PG,TK,TV",1,20668
"CK,GL,PX",1,20668
"GL,H5,I5,NR,PX,TV",1,20668
"CK,H5,LN,TK,WS",1,20668
"GL,H4,I4,NR,TK,TV",1,20668
"GL,LN,MH,NR",1,20668
"GL,H4,I5,LN,PX",1,20668
"FM,GL,H4,I2,MH,NR,TK,TV",1,20668
"GL,H5,I4,I5,LN,PX",1,20668
"CK,H4,H5,HB,I5,LN",1,20668
"GL,H4,I5,NR,PG,PX",1,20668
"CK,LN,PY",1,20668
"GL,H5,I4,PX,SB,TV",1,20668
"GL,MH,NR,PX,TV",1,20668
"GL,H4,I5,PX,TK",1,20668
"FM,GL,H4,I4,MH,PG",1,20668
"GL,H5,TV",1,20668
"CK,H4,H5,LN,TV",1,20668
"GL,H4,H5,HB,I4,PX",1,20668
"AS,H4,I4,I5,TK,TV,WS",1,20668
"GL,HB,I5,LN,PX",1,20668
"H4,H5,I4,PX,SB,TV",1,20668
"GL,H4,H5,I4,MH,PX,TK",1,20668
"FM,GL,H4,I4,NR,PX,TK",1,20668
"H5,I5,JV,LN,PX",1,20668
"CK,H4,PX,TK",1,20668
"FM,I1,PW",1,20668
"AS,H5,IW,LN",1,20668
"H4,H5,I4,PX,TK",1,20668
"H5,I5,LN,NR,PX",1,20668
"FM,I4,I5,PG,PX",1,20668
"CK,I9,IW",1,20668
"H4,I4,I5,LN,SB",1,20668
"CK,H5,HB,LN,PX",1,20668
"GL,H4,H5,PX,SB,TK,TV",1,20668
"AS,I4,I5,PY",1,20668
"H4,I4,I5,NR",1,20668
"H5,I5,MH,PX",1,20668
"GL,H4,H5,LN",1,20668
"CK,TK,TV,WS",1,20668
"H4,MH,NR,TV",1,20668
"CK,H5,HB,PX,TK",1,20668
"GL,H4,HB,NR",1,20668
"CK,H4,LN,PX,TK",1,20668
"H4,SB,TV,VU",1,20668
"H5,I5,PX,TK,TV",1,20668
"GL,H4,I4,I5,PX,TK,TV",1,20668
"FJ,GL,PX,SB,TV",1,20668
"H5,HB,I4,LN,PX",1,20668
"AS,CK,H5,I4,PX",1,20668
"GL,H4,I4,NR,PG",1,20668
"CK,GL,H4,PX,TK,TV",1,20668
"H5,I2,I5,LN,PX",1,20668
"H4,HB,PX,TV",1,20668
"GL,H4,I4,NR,PG,SB,TV",1,20668
"FJ,NR,SB",1,20668
"H5,I4,PX,SB",1,20668
"AS,CK,H5,I5,IW,PY",1,20668
"GL,H5,PG,PX,SB,TV",1,20668
"FJ,PX,TO,TV,WS",1,20668
"I4,NR,PG",1,20668
"H4,I4,I5,LN",1,20668
"GL,HB,NR,PG,PX,TV",1,20668
"AS,CK,GL,H5,HB,I5,LN,PX,PY,TK",1,20668
"I2,TV",1,20668
"AS,CK,H5,LN",1,20668
"GL,I2,MH,NR,PG",1,20668
"FM,GL,H4,H5,I4,I5,PX",1,20668
"I4,I5,IW,PY",1,20668
"H4,I4,PG",1,20668
"H4,I4,I5,MH,PX",1,20668
"AS,H5,I5,IW,LN,TK",1,20668
"H5,IW,PX,TK",1,20668
"CK,H5,TK,WS",1,20668
"H4,H5,I4,PX,TK,TV",1,20668
"FM,GL,H4,H5,I4,PX,TV",1,20668
"H5,JV,LN,PX",1,20668
"H5,LN,PX,SB",1,20668
"H4,H5,I5,PX,TK,TV,WS",1,20668
"AS,H5,I5,LN,PY",1,20668
"H5,SB",1,20668
"GL,H4,H5,HB,IW,LN,PX,TV",1,20668
"H4,H5,LN,PX,TK",1,20668
"FM,GL,H4,I4,PG",1,20668
"HB,I4",1,20668
"H5,LN,PX,TK,TV",1,20668
"H4,PX,SB,TK",1,20668
"CK,FJ,GL,H4,H5,PX,SB,TK,TV",1,20668
"HB,I4,I5,LN,PX,PY",1,20668
"FM,H4,I4,MH,NR",1,20668
"H5,HB",1,20668
"FM,GL,H4,NR,PG,PX",1,20668
"HB,I4,I5,TK",1,20668
HB,1,20668
"H5,HB,I4,PX",1,20668
"CK,GL,H5,I4,I5,NR,PX,SB,TK",1,20668
I9,1,20668
"GL,H4,I4,MH,NR,PG,TV",1,20668
"H5,IW,PX",1,20668
"FM,GL,H4,NR,PX,TV",1,20668
"PX,TK,WS",1,20668
"HB,I4,I5,PX,PY,TK",1,20668
"H5,LN,PX,SB,TK,TV",1,20668
"CK,GL,H5,JV,LN,TK,TV",1,20668
"H5,MH,NR,PG,PX",1,20668
"GL,H4,NR,PG,TK,TV",1,20668
"H5,PG,PX,TK",1,20668
"FM,GL,H5,I5,NR,PG",1,20668
"I4,I5,LN,TV",1,20668
"HB,I4,PX",1,20668
"I4,MH,PG,TV",1,20668
"CK,GL,HB,I4,I5,PX,TK",1,20668
"I4,NR,SB,TV",1,20668
"GL,H4,H5,I4,I5",1,20668
"I4,PX,TK,TV",1,20668
"GL,I5,IW,LN,TV",1,20668
"I4,SB,TV",1,20668
"I4,I5,LN,PG,SB",1,20668
"I5,LN,TV",1,20668
"CK,H4,H5,LN,PX,TK",1,20668
"GL,H4,H5,I4,NR",1,20668
"GL,I5,MH",1,20668
"I5,PG",1,20668
"CK,H5,HB,I4,I5,LN",1,20668
"GL,H4,H5,I4,NR,PX",1,20668
"GL,H5,I4,I5,PG,PX,SB,TV",1,20668
"GL,H4,H5,I4,PX,TK",1,20668
"CK,H5,HB,I4,PX,TK",1,20668
"GL,I4,I5,LN,PG",1,20668
"GL,NR,PG,TK",1,20668
"GL,I4,I5,LN,PX",1,20668
"CK,H5,I5,IW,TK",1,20668
"GL,H5,I4,TV",1,20668
"H5,I2,I4,I5,SB,TK,TV",1,20668
"GL,H5,I5,LN,MH,NR",1,20668
"CK,H5,I5,PX,PY",1,20668
"GL,H5,I5,NR,PX",1,20668
"H4,H5,LN,PX,TV",1,20668
"GL,H5,PG,PX,TV",1,20668
"CK,H5,I5,TK",1,20668
"GL,HB,SB,TV",1,20668
"H4,HB,I5,IW,LN,PX",1,20668
"GL,I2,I4,NR,PG",1,20668
"FM,PX,SB",1,20668
"GL,I5,LN,MH,NR",1,20668
"H4,I2,PX,SB,TV",1,20668
"GL,LN,MH",1,20668
"FM,SB,TK",1,20668
"GL,I4,MH,PG,TV",1,20668
"H4,I4,PX,SB",1,20668
"GL,I5,IW,LN,PX",1,20668
"GL,H4,H5,I2,NR,PX,SB,TV",1,20668
"GL,I4,MH,NR,PX,TV",1,20668
"NR,PX,SB,TK,TV",1,20668
"GL,H5,PX,SB,TV",1,20668
"I6,JP,MN",1,20668
"GL,I4,I5,LN,NR",1,20668
"LN,PG,SB",1,20668
"GL,H4,H5,PG,PX,TV",1,20668
"MH,NR,TV",1,20668
"GL,H4,HB,LN,PX",1,20668
"H5,I4,I5,PX,TV",1,20668
"GL,H4,I2,NR,TV",1,20668
"H5,I4,I5,TK",1,20668
"GL,H4,I2,SB,TV",1,20668
"H5,I4,MH,PX",1,20668
"GL,H4,I4,I5,LN,PX",1,20668
"H5,I4,PG,PX,TV",1,20668
"GL,H4,I4,MH,NR,SB",1,20668
"H5,I5,LN,MH,PX",1,20668
"GL,H4,I4,MH,SB,TV",1,20668
"H5,I5,LN,PX,TV",1,20668
"GL,H4,I4,NR,PX,SB",1,20668
"H5,LN,MH,NR",1,20668
"GL,H4,I4,NR,SB,TV",1,20668
"H5,MH,NR,PX",1,20668
"GL,H4,I4,TK,TV",1,20668
"H5,NR,PG,PX,SB",1,20668
"FM,MH,PX",1,20668
"I2,MH,NR,PG",1,20668
"FM,MH,NR,PX",1,20668
"FM,NR,PX,TK",1,20668
"FM,NR,SB,TV",1,20668
"FM,PG,PW,SB",1,20668
